학원명,학원주소,Latitude,Longitude,가점척도,,,,,,,,,,,,,,,
캐슬음악학원,대구광역시 수성구 청수로 213  캐슬골드파크4단지상가 213호 (황금동),35.8405238,128.6312601,2,,,,,,,,,,,,,,,
명문음악학원,"대구광역시 수성구 범어로 68 , 3층 (범어동)",35.8554594,128.635734,2,,,,,,,,,,,,,,,
베르디음악학원,대구광역시 동구 동촌로 172   2층 (방촌동),35.8966504,128.6791769,2,,,,,,,,,,,,,,,
보이스임팩트실용음악학원,"대구광역시 중구 동성로1길 22 , 5층 (덕산동)",35.8665015,128.5947112,2,,,,,,,,,,,,,,,
다올음악학원,"대구광역시 수성구 청수로 235 , 종합상가동 2층 216호 (황금동, 캐슬골드파크 2단지)",35.84194,128.6338591,2,,,,,,,,,,,,,,,
소리엘피아노음악학원,대구광역시 수성구 용학로44길 5   2층 (지산동),35.8206918,128.6330276,2,,,,,,,,,,,,,,,
더샵뮤직앤아트학원,대구광역시 수성구 동대구로52길 17   5층 (범어동),35.8536622,128.626629,2,,,,,,,,,,,,,,,
화가들의아뜰리에미술학원,대구광역시 수성구 수성로 365   2층 (수성동1가),35.8555013,128.6101108,2,,,,,,,,,,,,,,,
방촌다빈치미술학원,대구광역시 동구 화랑로 383   4층 (방촌동),35.8773876,128.6661494,2,,,,,,,,,,,,,,,
보라미술학원,대구광역시 동구 팔공로101길 39   1층 (지묘동),35.9418573,128.6431596,2,,,,,,,,,,,,,,,
이지댄스학원,대구광역시 중구 중앙대로 394   11층 (남일동),35.8682972,128.594001,2,,,,,,,,,,,,,,,
합격독서실,대구광역시 중구 중앙대로 394-8   외7필지 4층 (동성로3가),35.8680625,128.5941736,2,,,,,,,,,,,,,,,
큰나무독서실,대구광역시 수성구 동대구로50길 37  유림노르웨이숲아파트 상가동 3층 (범어동),35.8514943,128.6298036,2,,,,,,,,,,,,,,,
황금참조은독서실,대구광역시 수성구 청수로35길 79   5번지 3층 4층 (황금동),35.8417783,128.6314571,2,,,,,,,,,,,,,,,
방촌참조은독서실,대구광역시 동구 화랑로 414   외 1필지 2층 (방촌동),35.8761903,128.6691372,2,,,,,,,,,,,,,,,
박물관옆독서실,대구광역시 수성구 청호로 297 황금동 3층,35.8439188,128.638467,2,,,,,,,,,,,,,,,
경단기1관경찰학원,대구광역시 중구 국채보상로 582   미도빌딩 3층 (남일동),35.8706908,128.5943907,2,,,,,,,,,,,,,,,
스놉스터디만촌센터독서실,대구광역시 수성구 화랑로2길 105  만촌메트로플라쟈 4층 (만촌동),35.8683481,128.6367726,2,,,,,,,,,,,,,,,
로지나음악학원,대구광역시 수성구 달구벌대로 3294  시지퍼스트 603 (신매동),35.8364699,128.7162403,2,,,,,,,,,,,,,,,
Topus영어학원,"대구광역시 수성구 달구벌대로492길 43 , 4층 (범어동)",35.8572278,128.6350351,2,,,,,,,,,,,,,,,
ES영어전문학원,"대구광역시 동구 동호로 83 , 5층 (신서동)",35.8665802,128.7259994,2,,,,,,,,,,,,,,,
시지큐맥스수학학원,대구광역시 수성구 고산로 159   6층 (매호동),35.84502,128.7063296,2,,,,,,,,,,,,,,,
더스쿨학원,대구광역시 수성구 달구벌대로 2674   3층 (만촌동),35.8679983,128.6490428,2,,,,,,,,,,,,,,,
SKY수학과학학원,대구광역시 수성구 상록로 45-1   3층 (범어동),35.8635843,128.6237751,2,,,,,,,,,,,,,,,
방성모영어학원,대구광역시 수성구 달구벌대로496길 17   2층 (범어동),35.8572921,128.6343093,2,,,,,,,,,,,,,,,
김샘학원,대구광역시 수성구 달구벌대로525길 6   1~4층 (만촌동),35.8573301,128.6501234,2,,,,,,,,,,,,,,,
국제입시학원,"대구광역시 수성구 달구벌대로496길 34 , 2.3층 (범어동)",35.8556864,128.6338802,2,,,,,,,,,,,,,,,
마루수학학원,대구광역시 동구 금강로 15   4층 (신서동),35.8666555,128.7248762,2,,,,,,,,,,,,,,,
삼천지교튠업잉글리쉬학원,대구광역시 수성구 달구벌대로 2614   2층 (만촌동),35.8763807,128.6579946,2,,,,,,,,,,,,,,,
시매쓰학원,"대구광역시 동구 팔공로 259 , 302호 (봉무동)",35.9236348,128.643299,2,,,,,,,,,,,,,,,
대청하늘교육학원,대구광역시 수성구 교학로 54   3층 (만촌동),35.8504123,128.6518228,2,,,,,,,,,,,,,,,
잉글루남산어학원,대구광역시 중구 남산로13길 18   3층 (남산동),35.8620429,128.5813987,2,,,,,,,,,,,,,,,
가온누리학원,대구광역시 수성구 달구벌대로 2495   외2필지 LG하이프라자 3층 (범어동),35.8591292,128.6355486,2,,,,,,,,,,,,,,,
아이윌입시학원,대구광역시 수성구 화랑로8길 11-13   4층 일부 (만촌동),35.8705868,128.633907,2,,,,,,,,,,,,,,,
상승인학원,대구광역시 수성구 수성로 400   수성우방팔레스 상가202호 (수성동4가),35.8609929,128.6149437,2,,,,,,,,,,,,,,,
네이처학원,"대구광역시 수성구 달구벌대로492길 35 , 3~4층 (범어동)",35.8583636,128.6326172,2,,,,,,,,,,,,,,,
최선학원,대구광역시 수성구 청호로46길 5 황금동 2층,35.8385824,128.6407819,2,,,,,,,,,,,,,,,
PDE입시학원,"대구광역시 수성구 청수로 188 , 4층 (지산동)",35.8387818,128.628634,2,,,,,,,,,,,,,,,
MSTOPIA입시학원,대구광역시 수성구 달구벌대로 2473   2층 (범어동),35.865098,128.6263094,2,,,,,,,,,,,,,,,
퍼펙트학원,대구광역시 수성구 용학로 236   4층 (지산동),35.8204866,128.6341569,2,,,,,,,,,,,,,,,
이주현영어학원,대구광역시 수성구 지범로 190   8층 (범물동),35.8206929,128.6397971,2,,,,,,,,,,,,,,,
호크마영어수학학원,대구광역시 수성구 들안로 364   5층 (수성동4가),35.8627347,128.6170263,2,,,,,,,,,,,,,,,
가인수학학원,대구광역시 수성구 동원로28길 50 만촌동 2층,35.8721622,128.6385273,2,,,,,,,,,,,,,,,
엔닷수학과학학원,대구광역시 수성구 공경로 67-1   2층 3층 (만촌동),35.873506,128.6425779,2,,,,,,,,,,,,,,,
루트원수학과학학원,"대구광역시 수성구 상록로 32 , 4층 (범어동)",35.8622666,128.6244612,2,,,,,,,,,,,,,,,
대구힐링음악학원,대구광역시 동구 화랑로 83   3층 (효목동),35.8869559,128.6403041,2,,,,,,,,,,,,,,,
애니클래스학원,대구광역시 동구 율하동로24길 67   서호빌딩 2층 3층 (서호동),35.8691516,128.7095667,2,,,,,,,,,,,,,,,
수성셜대학원,"대구광역시 수성구 범어천로 131 , 2~3층 (범어동)",35.8585248,128.6221201,2,,,,,,,,,,,,,,,
머리맑음독서실,"대구광역시 수성구 교학로12길 15 , 2층 3층 (만촌동)",35.8504305,128.6511366,2,,,,,,,,,,,,,,,
차일드유수성어학원,"대구광역시 수성구 들안로77길 30 , 수성태왕아너스 301동 208호 (범어동,수성태왕아너스)",35.8652702,128.6173878,2,,,,,,,,,,,,,,,
베이리스영어학원,"대구광역시 수성구 용학로 232 , 3층 (지산동)",35.8206225,128.6336777,2,,,,,,,,,,,,,,,
리틀스칼러즈어학원,"대구광역시 수성구 청수로 168 , 3층 일부 (지산동)",35.8389873,128.6263963,2,,,,,,,,,,,,,,,
루체테동호혁신어학원,대구광역시 동구 안심로 368   3층 (신서동),35.8678684,128.7246182,2,,,,,,,,,,,,,,,
씨투엠범어학원,대구광역시 수성구 동대구로 293   2층 3층 (범어동),35.8567778,128.625129,2,,,,,,,,,,,,,,,
씨앤이영어학원,대구광역시 수성구 달구벌대로 3204-1   석진빌딩 A동 5층 6층 (신매동),35.8376218,128.7096082,2,,,,,,,,,,,,,,,
주니어랩어학원,"대구광역시 수성구 용학로 240 , 2층, 4층 일부 (지산동)",35.8202603,128.6346841,2,,,,,,,,,,,,,,,
STL어학원,대구광역시 수성구 달구벌대로496길 60   2층 (범어동),35.8532085,128.6345934,2,,,,,,,,,,,,,,,
조이(JOY)EMS학원,대구광역시 동구 동호로 75   5층 502호 (신서동),35.8663469,128.7250816,2,,,,,,,,,,,,,,,
FINENGLISH외국어학원,"대구광역시 동구 송라로 3 , 4층 (신천동, 한일빌딩)",35.8682678,128.61849,2,,,,,,,,,,,,,,,
윈클래스어학원,대구광역시 수성구 달구벌대로 647길 20-9 신매동 2층,35.8403447,128.7123143,2,,,,,,,,,,,,,,,
헤럴드NIE지산범물학원,"대구광역시 수성구 지범로 175 , 4층 일부 (지산동)",35.821904,128.6390044,2,,,,,,,,,,,,,,,
에이프릴어학원,대구광역시 수성구 달구벌대로 2486   골드타워 4층 (범어동),35.8588249,128.630883,2,,,,,,,,,,,,,,,
수성한빛학원,대구광역시 수성구 달구벌대로 2348   외 3필지 수협빌딩 7층 (수성동3가),35.8591801,128.6196907,2,,,,,,,,,,,,,,,
GnB메트로어학원,대구광역시 수성구 화랑로 56   5층 (만촌동),35.8706841,128.6337361,2,,,,,,,,,,,,,,,
한국부사관학원,대구광역시 중구 동성로2길 23   4층 (삼덕동1가),35.8675422,128.5959455,2,,,,,,,,,,,,,,,
ICA에어라인아카데미학원,"대구광역시 중구 공평로 10 , 3층 (삼덕동2가)",35.8648143,128.5999416,2,,,,,,,,,,,,,,,
어린음악대노변원음악학원,대구광역시 수성구 노변로 55  수성월드메르디앙 상가2동 204호 (노변동),35.8351516,128.6995041,2,,,,,,,,,,,,,,,
높은음자리음악학원,대구광역시 중구 남산로 55   2층 (남산동),35.8615183,128.5823316,2,,,,,,,,,,,,,,,
비발디음악학원,대구광역시 동구 반야월북로 269   신서녹원맨션상가 107동 301호 (신서동),35.8726325,128.7275716,2,,,,,,,,,,,,,,,
금비음악학원,대구광역시 동구 안심로 402  영조아름다운나날1단지상가 119동 302호 (신서동),35.868951,128.729684,2,,,,,,,,,,,,,,,
혜인음악학원,대구광역시 중구 남산로 57   3층 (남산동),35.8616691,128.5822751,2,,,,,,,,,,,,,,,
바움음악학원,대구광역시 수성구 청수로 213  캐슬골드파크1단지 상가 301호 302호 (황금동),35.8404123,128.6308594,2,,,,,,,,,,,,,,,
리틀쇼팽음악학원,대구광역시 수성구 수성로 313-1   2층 (수성동1가),35.8564099,128.6106111,2,,,,,,,,,,,,,,,
아너스음악학원,대구광역시 수성구 천을로 91  시지태왕와아너스상가 301동 202호 (시지동),35.8451364,128.7012351,2,,,,,,,,,,,,,,,
솔리데오음악학원,대구광역시 중구 대봉로 261   2층 (봉산동),35.8617664,128.6000515,2,,,,,,,,,,,,,,,
메트로팔레스음악학원,대구광역시 수성구 동원로 100   메트로팔레스 상가 201호 (만촌동),35.8681767,128.6387782,2,,,,,,,,,,,,,,,
꿈나무계명피아노학원,대구광역시 수성구 수성로 34   2층 (상동),35.8380311,128.6129022,2,,,,,,,,,,,,,,,
어린음악대황금원음악학원,대구광역시 수성구 청수로 202 (),35.8389957,128.6299573,2,,,,,,,,,,,,,,,
New뮤즈음악학원,대구광역시 중구 명륜로23길 71   3층 (남산동),35.8630873,128.5950766,2,,,,,,,,,,,,,,,
필그린음악미술학원,"대구광역시 수성구 만촌로 101 , 2층 일부 (만촌동)",35.8676265,128.6416191,2,,,,,,,,,,,,,,,
카이스트음악학원,대구광역시 동구 동호로11길 23   1층 (신서동),35.8684713,128.7316275,2,,,,,,,,,,,,,,,
신세계음악학원,대구광역시 수성구 욱수천로 133  시지2차사월보성타운 상가 201동 302호 (사월동),35.8403306,128.7155181,2,,,,,,,,,,,,,,,
다영피아노음악학원,대구광역시 수성구 지범로54길 6 범물동 102호,35.8150621,128.6470775,2,,,,,,,,,,,,,,,
스페니쉬기타학원,대구광역시 수성구 지범로 188  청구리빙월드 206호 (범물동),35.8208231,128.6395491,2,,,,,,,,,,,,,,,
라인미술학원,대구광역시 동구 동촌로56길 77 (),35.8775299,128.6718263,2,,,,,,,,,,,,,,,
즐거운상상미술학원,대구광역시 수성구 화랑로2길 105  메트로프라자 2층 (만촌동),35.8683481,128.6367726,2,,,,,,,,,,,,,,,
예랑미술학원,대구광역시 수성구 청수로 213 황금동 캐슬골드파크1단지 상가동2층,35.8404123,128.6308594,2,,,,,,,,,,,,,,,
순수미술학원,"대구광역시 중구 중앙대로 278 , 3층 (남산동)",35.8579114,128.5915181,2,,,,,,,,,,,,,,,
프리즘만화학원,"대구광역시 중구 중앙대로 292 , 2층 (남산동)",35.8592281,128.5921048,2,,,,,,,,,,,,,,,
정샘엑터멘토학원,"대구광역시 수성구 달구벌대로 2648 , 5층 (만촌동,성암빌딩)",35.859244,128.638608,2,,,,,,,,,,,,,,,
LPDAC학원,대구광역시 중구 이천로 229-7   2층 (봉산동),35.8613687,128.59866,2,,,,,,,,,,,,,,,
수독서실,대구광역시 동구 화랑로 99   3층 4층 (효목동),35.8795866,128.6411302,2,,,,,,,,,,,,,,,
수성머리맑음독서실,대구광역시 수성구 청솔로 77 수성동3가 4층,35.8534756,128.6207366,2,,,,,,,,,,,,,,,
수성푸른독서실,대구광역시 수성구 수성로 363   4층 (수성동1가),35.8577433,128.6129439,2,,,,,,,,,,,,,,,
글나루독서실,대구광역시 수성구 청수로 264   1~4층 (황금동),35.8396848,128.6384553,2,,,,,,,,,,,,,,,
짱구독서실,대구광역시 동구 효목로 30   4층 5층 (효목동),35.8759207,128.6400326,2,,,,,,,,,,,,,,,
영재독서실,"대구광역시 동구 동촌로 206 , 3층 (방촌동)",35.896608,128.6793427,2,,,,,,,,,,,,,,,
공부하는공부되는공부해야하는독서실,대구광역시 수성구 달구벌대로 2690   만촌화성파크드림2 2층 (만촌동),35.8539945,128.6550512,2,,,,,,,,,,,,,,,
왕용고시독서실,대구광역시 수성구 달구벌대로647길 13   외 2필지 올리브카운티 B동 201호 301호 (신매동),35.8402548,128.7107616,2,,,,,,,,,,,,,,,
쿨영어학원,대구광역시 수성구 신매로19길 4   5층 (신매동),35.8386828,128.7087872,2,,,,,,,,,,,,,,,
엄쌤영어학원,대구광역시 수성구 달구벌대로 2674   2층 (만촌동),35.8763807,128.6579946,2,,,,,,,,,,,,,,,
비오비국영수학원,대구광역시 수성구 지범로 181 (지산동),35.821684,128.6393413,2,,,,,,,,,,,,,,,
뿌리깊은나무입시학원,"대구광역시 수성구 달구벌대로 2584 , 4~5층 (만촌동)",35.858915,128.644821,2,,,,,,,,,,,,,,,
하쌤입시학원,대구광역시 동구 동호로 61   2층 (동호동),35.865772,128.723566,2,,,,,,,,,,,,,,,
메티스학원,대구광역시 수성구 들안로 361   2층 (수성동4가),35.8527345,128.6172655,2,,,,,,,,,,,,,,,
도레미음악학원,대구광역시 북구 침산로21길 36 침산쌍용아파트 상가107-202호 (침산동),35.8873503,128.5867511,2,,,,,,,,,,,,,,,
경북정보통신전자학원,"대구광역시 서구 달서로 137 , 3층 (비산동)",35.8744207,128.5708689,2,,,,,,,,,,,,,,,
푸른독서실,"대구광역시 서구 달서로 36 , 3층 (내당동, 서부전자판매센터)",35.8654178,128.5713602,2,,,,,,,,,,,,,,,
제일학원,"대구광역시 북구 동북로52길 6 2,3층 (복현동)",35.8939288,128.6183815,2,,,,,,,,,,,,,,,
국일예능스쿨학원,대구광역시 서구 북비산로61길 18-1 (비산동),35.8811537,128.5672314,2,,,,,,,,,,,,,,,
덕화음악학원,"대구광역시 서구 통학로 46 , 황제맨션 상가 202호 (내당동, 황제맨션)",35.8646304,128.5647538,2,,,,,,,,,,,,,,,
명문음악학원,대구광역시 서구 문화로 171 3층 (평리동),35.8750619,128.5512964,2,,,,,,,,,,,,,,,
배움회계캐드컴퓨터학원,"대구광역시 북구 동북로 275 , 2층,3층 (복현동)",35.8935698,128.6205277,2,,,,,,,,,,,,,,,
이주영음악학원,"대구광역시 북구 중앙대로118길 20 , 2층 (침산동)",35.8842478,128.5980934,2,,,,,,,,,,,,,,,
정은음악학원,"대구광역시 북구 칠성로19길 5 , 1층 (칠성동2가)",35.8791932,128.5995494,2,,,,,,,,,,,,,,,
7호광장프라임입시학원,"대구광역시 서구 달구벌대로 1717 , 3,4층 (내당동,KTF)",35.8654863,128.5662273,2,,,,,,,,,,,,,,,
비테속셈학원,대구광역시 북구 매천로동17길 43  2층 (매천동),35.9083013,128.5410406,2,,,,,,,,,,,,,,,
침산음악학원,"대구광역시 북구 성북로5길 10 , 3층 (침산동)",35.8903211,128.5843146,2,,,,,,,,,,,,,,,
칠곡지앤비영어전문학원,"대구광역시 북구 구암로16길 7 현대아파트 상가 302,303호 (태전동)",35.931416,128.5496438,2,,,,,,,,,,,,,,,
라라음악학원,"대구광역시 북구 학정로 143-4 , 3층  (태전동)",35.9264417,128.5432996,2,,,,,,,,,,,,,,,
뉴대경독서실,"대구광역시 북구 동북로 299 , 3층,4층 (복현동)",35.8925189,128.6227968,2,,,,,,,,,,,,,,,
새대원속셈학원,"대구광역시 북구 태전로7길 10-17 , 두성상가 302, 202호 (태전동, 1차 두성타운 아파트)",35.9235397,128.5426987,2,,,,,,,,,,,,,,,
대원피아노학원,"대구광역시 북구 태전로7길 10-17 , 302동 202호 (태전동, 1차 두성타운 아파트)",35.9235397,128.5426987,2,,,,,,,,,,,,,,,
해법영수학원,"대구광역시 북구 팔거천동로 52 , 501-301 (구암동,칠곡미래타운)",35.9287059,128.5540864,2,,,,,,,,,,,,,,,
"이아이이(EIE)칠곡1,2국제어학원","대구광역시 북구 팔거천동로 80 , 4층 (구암동)",35.9314199,128.5550641,2,,,,,,,,,,,,,,,
두리음악학원,대구광역시 북구 매천로 220 태전우방상가 114-201 (태전동),35.9167627,128.5428934,2,,,,,,,,,,,,,,,
해인회계캐드컴퓨터학원,대구광역시 북구 구암로 139-1 2층 (동천동),35.9386142,128.5598081,2,,,,,,,,,,,,,,,
이주원음악학원,대구광역시 북구 팔거천서로 181 럭키아파트 상가 201 (읍내동),35.9402601,128.5555026,2,,,,,,,,,,,,,,,
비트컴퓨터학원,대구광역시 북구 학정로 415 504호 (동천동),35.9418373,128.562993,2,,,,,,,,,,,,,,,
늘푸른속셈학원,"대구광역시 북구 중앙대로118길 43 , 2,3층 (침산동)",35.8834544,128.5990388,2,,,,,,,,,,,,,,,
미래미술학원,대구광역시 북구 태암남로11길 29 (구암동),35.9276061,128.5539847,2,,,,,,,,,,,,,,,
다다미술학원,대구광역시 북구 칠곡중앙대로99길 53,35.9413367,128.5443181,2,,,,,,,,,,,,,,,
한울미술학원,대구광역시 북구 팔거천서로35길 3,35.9395435,128.5562215,2,,,,,,,,,,,,,,,
이지희음악학원,"대구광역시 서구 고성로15길 18 , 2층 (원대동3가)",35.8848222,128.576096,2,,,,,,,,,,,,,,,
모짜르트음악학원,"대구광역시 북구 노원로10길 29 , 2층 (노원동3가)",35.8905979,128.5644942,2,,,,,,,,,,,,,,,
침산예일음악학원,"대구광역시 북구 침산로21길 10 , 상가 201호 (침산동, 대한동아침산2차무지개아파트)",35.8864616,128.5896398,2,,,,,,,,,,,,,,,
쇼팽의빨간피아노음악학원,대구광역시 북구 구암로21길 26 보성상가 202호 (읍내동),35.9345594,128.5532519,2,,,,,,,,,,,,,,,
비엔나음악학원,"대구광역시 북구 동북로 163 , 상가 202동, 304, 305호 (산격동, 산격대우아파트)",35.9007936,128.6111096,2,,,,,,,,,,,,,,,
산격하늘그리기미술학원,대구광역시 북구 동북로31길 30 대우아파트 상가동 201동 306호 (산격동),35.9004363,128.6111596,2,,,,,,,,,,,,,,,
서계명음악학원,"대구광역시 서구 당산로47길 115 , 2층 (중리동,성화정보통신)",35.8566327,128.5407835,2,,,,,,,,,,,,,,,
초록별미술학원,대구광역시 서구 국채보상로 305 2층 (평리동),35.8722401,128.5644614,2,,,,,,,,,,,,,,,
웨스트힐&콤마수학학원,"대구광역시 북구 호암로 30 , 2층 (칠성동2가)",35.8823342,128.5939313,2,,,,,,,,,,,,,,,
지니미술학원,대구광역시 북구 팔거천동로 52 미래타운상가 302호 (구암동),35.9289195,128.5547242,2,,,,,,,,,,,,,,,
태오름스쿨학원,"대구광역시 서구 국채보상로 338 4,5층 (비산동)",35.8719079,128.5680094,2,,,,,,,,,,,,,,,
더클래스어학원,"대구광역시 북구 동북로 260 3,4층 (복현동)",35.8941081,128.6189102,2,,,,,,,,,,,,,,,
e파워입시학원,"대구광역시 서구 국채보상로60길 5 , 502동 201/202/302 (평리동)",35.8712891,128.5640948,2,,,,,,,,,,,,,,,
뷰티인미용학원,"대구광역시 서구 달구벌대로 1727  2,3층 (내당동)",35.8569737,128.5541583,2,,,,,,,,,,,,,,,
캐슬외국어학원,"대구광역시 북구 칠곡중앙대로 307-17 , 1,2,3층 (태전동)",35.923174,128.5458015,2,,,,,,,,,,,,,,,
알파수학학원,대구광역시 북구 구암로 148  3층 (구암동),35.9315112,128.5567714,2,,,,,,,,,,,,,,,
뉴알파입시학원,대구광역시 서구 통학로 46 3층 (내당동),35.8645672,128.5648378,2,,,,,,,,,,,,,,,
글셈학원,"대구광역시 북구 연암로25길 34 2,3층 (산격동)",35.8976522,128.5940889,2,,,,,,,,,,,,,,,
교원입시학원,"대구광역시 서구 국채보상로88길 2 , 3층 (비산동)",35.8705947,128.5783893,2,,,,,,,,,,,,,,,
드림독서실,대구광역시 서구 문화로 233 4층 (평리동),35.8758203,128.5582497,2,,,,,,,,,,,,,,,
명문엠(M)학원,대구광역시 서구 문화로 171 (평리동),35.8750619,128.5512964,2,,,,,,,,,,,,,,,
교연학원,"대구광역시 서구 달구벌대로 1713 , 3층 (내당동,솥단지삼겹살)",35.8653602,128.5665863,2,,,,,,,,,,,,,,,
두드림영수학원,대구광역시 서구 평리로 245 5층 (중리동),35.8628053,128.550215,2,,,,,,,,,,,,,,,
리더스외국어학원,"대구광역시 북구 복현로 105 , 상가동 303호 (복현동,태왕아너스복현)",35.8994329,128.6201088,2,,,,,,,,,,,,,,,
고구려학원,"대구광역시 북구 칠곡중앙대로 532 , 2층 (읍내동)",35.9429346,128.5510469,2,,,,,,,,,,,,,,,
계명미술학원,"대구광역시 서구 당산로47길 64 , 2층 (중리동,책&대여점)",35.8571141,128.543558,2,,,,,,,,,,,,,,,
창조미술음악학원,"대구광역시 북구 침산로 158 , 102동 2103호,2305호 (침산동,건영하이츠)",35.8904612,128.5912228,2,,,,,,,,,,,,,,,
이아이이(EiE)동서변어학원,"대구광역시 북구 호국로 221 , 4층 (서변동)",35.9423218,128.6002774,2,,,,,,,,,,,,,,,
재영탑입시학원,대구광역시 서구 문화로 337 3층 (비산동),35.8761271,128.5696984,2,,,,,,,,,,,,,,,
노불외국어학원,대구광역시 북구 침산남로 180-6 2층 (침산동),35.8868065,128.5948464,2,,,,,,,,,,,,,,,
고려e스쿨명문학원,"대구광역시 북구 칠곡중앙대로 495 , 3,4층 (관음동)",35.9442317,128.5472251,2,,,,,,,,,,,,,,,
엔에스(NS)학원,대구광역시 북구 동천로24길 7 2층 (동천동),35.942001,128.5615289,2,,,,,,,,,,,,,,,
음사랑음악학원,대구광역시 북구 구암로21길 38 한양공작아파트 상가 201호 (읍내동),35.9354829,128.553864,2,,,,,,,,,,,,,,,
수피아음악학원,"대구광역시 북구 대천로17길 25 , 1층 (동천동)",35.9393191,128.558728,2,,,,,,,,,,,,,,,
평리지앤비학원,"대구광역시 서구 국채보상로 167 , 4층 (평리동,지게꾼숯불촌)",35.8697249,128.5493902,2,,,,,,,,,,,,,,,
골든벨독서실,대구광역시 북구 칠곡중앙대로 469 5층 (관음동),35.9496126,128.5431012,2,,,,,,,,,,,,,,,
안나음악학원,대구광역시 북구 구암로65길 10 3층 (구암동),35.9409779,128.5688213,2,,,,,,,,,,,,,,,
예일쥬니어입시학원,"대구광역시 서구 국채보상로88길 1 , 6층 (내당동,로얄목욕탕)",35.8704651,128.5785456,2,,,,,,,,,,,,,,,
한일음악학원,대구광역시 서구 문화로37길 5 2층 (평리동),35.8757168,128.5521725,2,,,,,,,,,,,,,,,
꾸러기외국어학원,"대구광역시 북구 구암로 147 , 501호 (동천동)",35.9386142,128.5598081,2,,,,,,,,,,,,,,,
FUN(펀)음악학원,"대구광역시 북구 서변로 88 116동 201호(서변동, 동서리치모아아파트)",35.9236518,128.5975824,2,,,,,,,,,,,,,,,
삼천지교입시학원,대구광역시 북구 복현로 102  2층 (복현동),35.899957,128.6209486,2,,,,,,,,,,,,,,,
외대어학원,대구광역시 북구 침산로 152 4층 (침산동),35.8897949,128.591085,2,,,,,,,,,,,,,,,
루체테침산어학원,대구광역시 북구 침산로 148 1층 (침산동),35.8895644,128.5914145,2,,,,,,,,,,,,,,,
아트랜드미술학원,"대구광역시 서구 북비산로74길 2 2,3층 (비산동)",35.8789174,128.5735093,2,,,,,,,,,,,,,,,
관음GnB영어전문학원,"대구광역시 북구 칠곡중앙대로 475 , 5층 (관음동)",35.9496126,128.5431012,2,,,,,,,,,,,,,,,
수과연입시학원,"대구광역시 북구 침산로 144 , 6층 (침산동)",35.8892511,128.5915207,2,,,,,,,,,,,,,,,
칠곡사관학원,"대구광역시 북구 학정로 440 , 5층 (구암동)",35.9407602,128.5770469,2,,,,,,,,,,,,,,,
와이캠프입시학원,대구광역시 서구 북비산로 235 5층 (평리동),35.8794357,128.5589806,2,,,,,,,,,,,,,,,
옥스퍼드학원,"대구광역시 북구 구암로65길 10 , 4층 (구암동)",35.9409779,128.5688213,2,,,,,,,,,,,,,,,
하버드독서실,"대구광역시 북구 중앙대로105길 25 오페라명작 B동 201,301호 (칠성동2가)",35.8804269,128.5930433,2,,,,,,,,,,,,,,,
남산학원,대구광역시 북구 동천로24길 3 4층 (동천동),35.9420831,128.5609243,2,,,,,,,,,,,,,,,
전원미술학원,"대구광역시 북구 팔거천동로 104 , 상가 205동 301호 (동천동,칠곡2차 보성 서한 타운)",35.9332054,128.5570304,2,,,,,,,,,,,,,,,
엔아이비외국어학원,"대구광역시 북구 동천로23길 8 5층,6층 (동천동)",35.9422012,128.5597536,2,,,,,,,,,,,,,,,
스카이독서실,"대구광역시 북구 호국로 251 4,5층 (서변동)",35.9401564,128.6105597,2,,,,,,,,,,,,,,,
깜냥학원,"대구광역시 북구 호암로 20 , 126동 2층 202호  (칠성동2가,성광우방타운)",35.8819622,128.5922508,2,,,,,,,,,,,,,,,
한우리독서논술학원,대구광역시 북구 칠곡중앙대로 469 4층 (관음동),35.9498503,128.543349,2,,,,,,,,,,,,,,,
지존(知-Zone)학원,"대구광역시 서구 북비산로 260 , 3층일부 (평리동,디딤돌입시학원)",35.8788759,128.5616977,2,,,,,,,,,,,,,,,
예솔피아노음악학원,"대구광역시 북구 매천로2길 19 , 126동 205,206호 (팔달동,두산위브2001)",35.8984593,128.5432827,2,,,,,,,,,,,,,,,
와이즈만영재학원,대구광역시 북구 침산남로 140 엠비프라자 10층 (침산동),35.8880831,128.5909581,2,,,,,,,,,,,,,,,
하늘소리음악학원,대구광역시 북구 동천로 155 칠곡네스빌 201동 202호 (동천동),35.9451763,128.5598632,2,,,,,,,,,,,,,,,
예닮피아노음악학원,대구광역시 서구 서대구로5길 73 3층 (내당동),35.8590137,128.5487915,2,,,,,,,,,,,,,,,
김영랑발레학원,"대구광역시 북구 동암로 104 , 5층 (동천동)",35.9451958,128.5604642,2,,,,,,,,,,,,,,,
검단국제입시학원,대구광역시 북구 검단로41길 11  2층 (검단동),35.9133146,128.6269839,2,,,,,,,,,,,,,,,
씨앤케이(C&K)영어수학학원,"대구광역시 북구 호국로43길 8-14 , 5층 (서변동)",35.921908,128.5986738,2,,,,,,,,,,,,,,,
뉴베스트학원,대구광역시 서구 평리로 418 3층 (내당동),35.8666135,128.5685917,2,,,,,,,,,,,,,,,
시습당입시학원,대구광역시 북구 대천로18길 2 5층 (동천동),35.9367969,128.5582193,2,,,,,,,,,,,,,,,
칠곡에스디엘(SDL)학원,대구광역시 북구 동천로24길 5 5층 (동천동),35.9367969,128.5582193,2,,,,,,,,,,,,,,,
