사업장명,소재지전체주소,Latitude,Longitude
2002 노래연습장,대구광역시 남구 대명동 1637-22번지 (대명로 131),35.8396423,128.5722092
스타 노래연습장,대구광역시 남구 대명동 1809-1번지,35.8561002,128.587758
아리아나 노래연습장,대구광역시 남구 대명동 2008-1번지 (중앙대로48길 6),35.852345,128.5911325
마야 노래연습장,대구광역시 남구 대명동 1893-40번지 (현충로 252-1),35.8548342,128.583237
우리 노래연습장,대구광역시 남구 대명동 2312-1번지 (양지로 11),35.851334,128.5743413
보성 노래연습장,대구광역시 남구 대명동 1699-13번지 (대명로47길 8-2),35.8418482,128.5822697
오심 노래연습장,대구광역시 남구 대명동 1713-6번지 (현충로 154),35.8466446,128.5803121
다모아 노래연습장,대구광역시 남구 대명동 39-2번지 (중앙대로 139),35.8457637,128.5901792
아리랑 노래연습장,대구광역시 남구 대명동 50-12번지 (중앙대로29길 18),35.8462767,128.589418
준 노래방,대구광역시 남구 대명동 583-2번지 (앞산순환로 391),35.8323366,128.5685086
연인노래연습장,대구광역시 남구 대명동 1582-18번지 (대명서로 137),35.8340776,128.5576196
하이노래연습장,대구광역시 남구 대명동 1149-1번지 (대명서로 152),35.8347326,128.5574847
대덕 노래연습장,대구광역시 남구 대명동 1246-6번지 (대명남로 41),35.8350365,128.5624866
하모니 노래연습장,대구광역시 남구 대명동 1506-23번지 (대명로14길 136-1),35.8328949,128.5648136
LA 노래연습장,대구광역시 남구 대명동 1630-65번지 (대명복개로 159),35.8421922,128.5674598
써레 노래연습장,대구광역시 남구 봉덕동 689-5번지 (이천로 5),35.8415263,128.5977205
동아리노래연습장,대구광역시 남구 대명동 160-1번지 (명덕시장길 52),35.8451683,128.58606
영노래연습장,대구광역시 남구 대명동 2567-2번지 (명덕로 74),35.8579543,128.5786385
도레미 노래연습장,대구광역시 남구 대명동 2570-2번지 (명덕로14길 5),35.8582951,128.5774906
동경노래연습장,대구광역시 남구 대명동 3045-24번지 (두류공원로 104-1),35.8457891,128.5684574
쇼킹노래연습장,대구광역시 남구 대명동 811-2번지 (대명로 163),35.8393475,128.5756264
신바람 노래연습장,대구광역시 남구 대명동 1226-35번지 (대명복개로 16),35.839485,128.5600695
한솔 노래연습장,대구광역시 남구 대명동 1592-6번지 (대명복개로 18),35.8393983,128.5603079
열창 노래연습장,대구광역시 남구 대명동 1598-6번지 (대명복개로 47),35.8400865,128.5617363
두리 노래연습장,대구광역시 남구 대명동 1603-29번지 (대명복개로 91),35.8409198,128.5639384
바니(bonny)노래연습장,대구광역시 남구 대명동 1638-17번지 (대명로 137),35.8395411,128.5728383
파크 노래연습장,대구광역시 남구 대명동 1646-29번지 (도촌길 10-2),35.8415484,128.572069
정아노래연습장,대구광역시 남구 봉덕동 546-15번지 (중앙대로32길 93),35.8477967,128.595931
다성 노래연습장,대구광역시 남구 봉덕동 706-16번지,35.8446023,128.5946739
해운대노래연습장,대구광역시 남구 대명동 3037-27번지 (성당로 172-2),35.849158,128.5708019
원천 노래연습장,"대구광역시 남구 대명동 1890-15번지 ,20호(명덕로 120) ",35.8561118,128.5833449
뉴딴따라노래연습장,대구광역시 남구 봉덕동 1298-4번지 (중앙대로 148),35.8464714,128.5908841
멜론노래연습장,대구광역시 남구 대명동 900-4번지 (대명로36길 20-2),35.8384009,128.5760568
필통 노래연습장,대구광역시 남구 대명동 1922-7번지 (현충로 214),35.8515398,128.582325
코요테노래연습장,대구광역시 남구 봉덕동 546-1번지 (봉덕로9길 67),35.8479056,128.5965063
대창노래연습장,대구광역시 남구 봉덕동 926-7번지 (대봉로 37),35.8421379,128.6041123
타임 노래방,대구광역시 남구 봉덕동 920-14번지,35.8415055,128.6042138
예나노래연습장,대구광역시 남구 대명동 3024-30번지 (대경길 358),35.8491277,128.5729947
힐탑 노래연습장,"대구광역시 남구 대명동 41-1번지 ,2호,3호,4호(중앙대로29길 7) ",35.8459263,128.5899335
환희노래연습장,대구광역시 남구 대명동 3052-36번지 (성당로18길 45-10),35.8455335,128.5649419
쇼노래연습장,대구광역시 남구 대명동 723-14번지 (큰골길 17),35.837983,128.5776754
숑숑 노래연습장,대구광역시 남구 이천동 712-10번지 (명덕로228-25),35.8561407,128.5956402
신세계 노래연습장,대구광역시 남구 대명동 3023-22번지 (성당시장길 117),35.8502825,128.5731304
해저 노래연습장,대구광역시 남구 대명동 3030-27번지 (대경길 90),35.8463637,128.5729273
쇼노래연습장,대구광역시 남구 대명동 3032-3번지 (대경길 36),35.8486825,128.5727967
앵콜노래연습장,대구광역시 남구 대명동 3042-3번지 (성당로34길 10),35.8482439,128.570265
발리노래연습장,대구광역시 남구 대명동 336-2번지 (대명로 218),35.8404771,128.5811859
부르네 노래연습장,대구광역시 남구 대명동 459-8번지 (큰골길 95),35.8367163,128.5813035
희진 노래연습장,대구광역시 남구 대명동 2311-10번지 (양지로 21),35.8513421,128.5749127
프로왕노래연습장,대구광역시 남구 대명동 1591-15번지 (대명로 3),35.8380757,128.5584412
만남 노래방,대구광역시 남구 봉덕동 883-103번지 (용두방천4길 18),35.8404856,128.6057635
킹카노래연습장,대구광역시 남구 대명동 3000-20번지 (양지로 54),35.8508237,128.5768253
모아노래연습장,대구광역시 남구 봉덕동 688-31번지 (중앙대로22길 120-2),35.8424351,128.5971318
덕봉이노래연습장,대구광역시 남구 대명동 1922-26번지 (현충로 210),35.8513376,128.5820202
신사이버리아,대구광역시 남구 대명동 2133-5번지 (명덕로 92),35.8571883,128.5804819
우리끼리노래연습장,대구광역시 남구 대명동 1642-39번지 (두류공원로 29),35.8406889,128.5738882
신바람 노래연습장,대구광역시 남구 대명동 690-3번지 (대명로 202),35.8396615,128.5795032
고래고래노래연습장,대구광역시 남구 대명동 874-2번지 (대명로36길 79-1),35.8361506,128.5742872
무쏘 노래연습장,대구광역시 남구 대명동 724-39번지 (큰골길 7),35.8383593,128.5773948
폭스노래연습장,대구광역시 남구 대명동 690-7번지 (대명로 186),35.8390456,128.5784347
한마음 노래연습장,대구광역시 남구 대명동 1225-32번지 (성당로 40-1),35.8410551,128.5604557
애니콜노래연습장,"대구광역시 남구 대명동 1580-11번지 ,12호(대명서로 101) ",35.8326935,128.5587256
송동월 노래연습장,대구광역시 남구 봉덕동 603-26번지 (중앙대로22길 46),35.8427642,128.5930993
놀이터2,대구광역시 남구 대명동 1699-12번지 (대명로 235),35.8417148,128.5824669
한솔 노래연습장,대구광역시 남구 봉덕동 935-5번지 (중앙대로22길 257),35.8418812,128.6047978
전국노래연습장,대구광역시 남구 대명동 3023-9번지 (성당로 200-1),35.8507532,128.5734659
왕궁노래연습장,대구광역시 남구 대명동 1226-10번지 (성당로 6),35.8390192,128.5588751
칼라노래연습장,대구광역시 남구 대명동 1226-9번지 (성당로 8),35.8387084,128.5586438
애플노래연습장,대구광역시 남구 대명동 1226-6번지 (성당로 12-1),35.8390192,128.5588751
칼라노래연습장,대구광역시 남구 대명동 3036-1번지 (성당로 186),35.8498646,128.5719439
힐튼노래연습장,대구광역시 남구 대명동 1593-18번지 (대명로 61),35.8394946,128.5641873
탑 노래연습장,대구광역시 남구 봉덕동 1002-37번지 (중앙대로22길 210),35.8419489,128.602073
금강노래연습장,대구광역시 남구 대명동 3042-23번지 (성당로 152-1),35.8481379,128.5692369
상하이 노래연습장,대구광역시 남구 대명동 1591-7번지 (대명로 19),35.838413,128.5597431
대박노래연습장,대구광역시 남구 대명동 1581-14번지 (매자안길 6),35.8328144,128.5584885
수 노래연습장,대구광역시 남구 대명동 1646-24번지 (두류공원로 49),35.8418689,128.5721389
엠 노래연습장,대구광역시 남구 대명동 2133-1번지 (명덕로 102),35.8567356,128.5812824
골든 노래연습장,대구광역시 남구 봉덕동 952-13번지 (봉덕로 116),35.8443043,128.603097
? 노래연습장,대구광역시 남구 대명동 1582-5번지 (대명서로 157),35.8347218,128.5568991
멋쟁이 노래연습장,대구광역시 남구 대명동 810-4번지 (대명로 161),35.8393537,128.5754649
펀펀동전노래연습장,대구광역시 남구 대명동 39-3번지,35.8456248,128.5902092
영상노래연습장,대구광역시 남구 대명동 145-7번지 (대명로 286),35.8436192,128.5874722
쇼 노래연습장,대구광역시 남구 대명동 812-6번지 (대명로36길 13),35.8382621,128.5762385
로또노래연습장,대구광역시 남구 봉덕동 543-23번지 (봉덕로 93),35.8449854,128.6008306
모모동전노래연습장,대구광역시 남구 대명동 142-12번지,35.8441223,128.5874394
다사랑 노래연습장,대구광역시 남구 대명동 1896-18번지 (중앙대로47길 129),35.8542008,128.5835778
룰루랄라 노래연습장,대구광역시 남구 봉덕동 688-3번지 (중앙대로22길 120-1),35.8423019,128.5972647
힛트 노래연습장,대구광역시 남구 봉덕동 1017-15번지 (중앙대로22길 228),35.841844,128.6030485
가자 노래연습장,대구광역시 남구 봉덕동 556-8번지 (봉덕로20길 12),35.8440917,128.6007464
궁노래연습장,대구광역시 남구 봉덕동 561-46번지 (중앙대로22길 174),35.8421792,128.6001862
휴먼햇님노래연습장,대구광역시 남구 봉덕동 632-13번지 (봉덕로 66),35.844633,128.597612
아우성 노래연습장,대구광역시 남구 봉덕동 673-2번지 (삼정길 26-4),35.8405472,128.5965044
별천지 노래연습장,대구광역시 남구 대명동 1652-32번지 (두류공원로 22),35.84067,128.574819
부경노래연습장,대구광역시 남구 대명동 1721-25번지 (현충로 143),35.8459909,128.5797959
탑힐,대구광역시 남구 대명동 805-20번지 (두류공원로 10),35.8399289,128.5759992
코러스 노래연습장,대구광역시 남구 대명동 805-7번지 (두류공원로 6-1),35.839746,128.5761695
꿀노래연습장,대구광역시 남구 대명동 2140-61번지 (현충로 231),35.8532028,128.5826992
에쿠스 노래연습장,대구광역시 남구 봉덕동 557-28번지 (봉덕로20길 18),35.843808,128.600711
한마당 노래방,대구광역시 남구 대명동 1150-10번지 (대명서로 130),35.8339591,128.5580991
영신노래연습장,대구광역시 남구 이천동 577-24번지 (희망로 58),35.8473706,128.604897
옴니 노래연습장,대구광역시 남구 대명동 2133-32번지,35.8570523,128.5806426
세종 노래연습장,대구광역시 남구 대명동 2274-2번지 (명덕로 36),35.8594444,128.5748339
또또 노래연습장,대구광역시 남구 봉덕동 729-25번지 (중앙대로32길 19),35.8473154,128.5917239
코아 노래연습장,대구광역시 남구 봉덕동 1045-20번지 (신촌길 101),35.838807,128.6042144
열창노래연습장,대구광역시 남구 봉덕동 539-1번지 (봉덕로20길 1),35.8444391,128.6010565
우정 노래연습장,대구광역시 남구 봉덕동 1003-8번지 (중앙대로22길 186),35.8420923,128.6007966
배트맨 노래연습장,대구광역시 남구 봉덕동 1053-3번지 (신촌길 81),35.8386137,128.6032211
테마 노래연습장,대구광역시 남구 봉덕동 1206-1번지 (용두길 21),35.8338982,128.6049652
보성노래연습장,대구광역시 남구 봉덕동 1342-13번지 (삼정2길 58),35.8375727,128.5950686
팡팡노래연습장,대구광역시 북구 읍내동 1345번지,35.9355824,128.5499242
월드노래연습장,대구광역시 북구 산격동 1399-3번지,35.8924651,128.6083147
피플죤동전노래연습장,대구광역시 북구 대현동 104-13번지,35.8861396,128.6101127
사수노래연습장,대구광역시 북구 사수동 964번지,35.9012052,128.5127602
앵콜노래연습장,대구광역시 북구 태전동 1075-16번지,35.9220875,128.5490452
예인,대구광역시 북구 태전동 1006번지,35.9304565,128.5487772
특급노래연습장,대구광역시 북구 구암동 802-1번지,35.9311824,128.5617638
조야노래연습장,대구광역시 북구 조야동 252-4번지,35.912062,128.576587
연화노래연습장,대구광역시 북구 읍내동 1357-9번지,35.9388032,128.5558893
스타노래연습장,대구광역시 북구 구암동 653-2번지,35.931312,128.5559931
제우스노래연습장,대구광역시 북구 동변동 662-8번지 지상2층,35.9209892,128.6019999
뉴캐슬노래연습장,대구광역시 북구 노원동1가 12-2번지 지하1층,35.8880459,128.5823175
소리통노래연습장,대구광역시 북구 대현동 155-7번지 지하1층,35.8826056,128.6099239
킹노래연습장,대구광역시 북구 국우동 1117-10번지 지상1층,35.9471029,128.5745658
팡팡노래연습장,대구광역시 북구 구암동 792-18번지 지상2층,35.9316469,128.5620685
제이스노래연습장,대구광역시 북구 태전동 252-3번지 지하1층,35.9238764,128.5447337
까치노래연습장,대구광역시 북구 고성동3가 25-1번지 지하1층,35.8841092,128.5856058
황금노래연습장,대구광역시 북구 복현동 427-6번지,35.8942652,128.6186987
국빈노래연습장,대구광역시 북구 칠성동1가 150-2번지 지상2층,35.875613,128.6053331
키스노래연습장,대구광역시 북구 복현동 430-4번지,35.8946017,128.6175815
로얄노래연습장,대구광역시 북구 동천동 907-5번지 지하1층,35.9424235,128.5598183
침산노래연습장,대구광역시 북구 침산동 363-2번지 B동 지하1층,35.8896969,128.5869894
대왕노래연습장,대구광역시 북구 복현동 207-1번지 (지하1층),35.8973323,128.616773
파도노래연습장,대구광역시 북구 팔달동 1-2번지,35.9013381,128.5409711
무지개노래연습장,대구광역시 북구 노원동2가 255번지,35.8880596,128.5757484
아라리노래연습장,대구광역시 북구 관음동 1284-1번지,35.9447566,128.5472134
명창노래방,대구광역시 북구 태전동 1073-1번지,35.9281781,128.5511145
동화,대구광역시 북구 관음동 1383-10번지 (지하1층),35.9393908,128.5494519
신세계,대구광역시 북구 태전동 1065-2번지,35.9312423,128.5442534
미인노래연습장,대구광역시 북구 학정동 941-12번지 지상2층,35.9510709,128.5655349
용노래연습장,대구광역시 북구 동천동 902-2번지 지하1층,35.9430962,128.5605358
썸씽노래연습장,대구광역시 북구 읍내동 1122번지 지하1층,35.9327235,128.5503056
축제노래연습장,대구광역시 북구 구암동 794-15번지 지상1층,35.9329048,128.5623334
거기노래연습장,대구광역시 북구 태전동 986-17번지 (지상1층),35.9260431,128.5447397
엘리제노래연습장,대구광역시 북구 복현동 426-10번지 (지하1층),35.8953814,128.6173937
관음노래연습장,대구광역시 북구 태전동 961-23번지,35.9305791,128.5477773
동화노래방,대구광역시 북구 산격동 479-6번지,35.9018921,128.6135946
토토노래연습장,대구광역시 북구 태전동 1031-25번지,35.9285895,128.5482623
미인노래연습장,대구광역시 북구 태전동 155-27번지,35.9226173,128.5447328
킹카노래연습장,대구광역시 북구 태전동 1049-8번지,35.9257354,128.5478016
대왕노래연습장,대구광역시 북구 읍내동 470-10번지,35.94675,128.553962
한양노래연습장,대구광역시 북구 읍내동 1379-10번지 (지하1층),35.9327808,128.5521567
나이스노래연습장,대구광역시 북구 산격동 492-47번지,35.8981069,128.6147729
잉꼬노래연습장,대구광역시 북구 관음동 1402-12번지,35.935786,128.5483641
베짱이노래연습장,대구광역시 북구 태전동 983-3번지,35.926598,128.5465996
열창가요방,대구광역시 북구 노원동1가 141번지,35.8898659,128.5791076
옥소리노래연습장,대구광역시 북구 침산동 10-2번지,35.8847014,128.5984147
즐거운노래연습장,대구광역시 북구 태전동 1003-8번지,35.9296603,128.5482531
청솔노래연습장,대구광역시 북구 대현동 390-20번지,35.8812179,128.6080825
21세기 노래연습장,대구광역시 북구 태전동 1023-11번지,35.928701,128.5504905
오거리노래연습장,대구광역시 북구 산격동 1289-33번지 신일상가2층,35.8969785,128.6138868
조이동전노래연습장,대구광역시 북구 태전동 969-27번지,35.9269242,128.5456234
SBS노래연습장,대구광역시 북구 읍내동 1343-7번지,35.9334455,128.5493054
불러봐노래연습장,대구광역시 북구 읍내동 506-1번지 (지하1층),35.9473979,128.5524258
심쿵노래연습장,대구광역시 북구 사수동 956번지,35.9012052,128.5127602
와우동전노래연습장(복현점),대구광역시 북구 복현동 400-1번지,35.8969319,128.615229
공기반소리반코인노래연습장,대구광역시 북구 산격동 1341-2번지 2층,35.8927489,128.6092252
소울보이스 경북대점,대구광역시 북구 대현동 112-69번지 2층,35.8848203,128.6100716
놀자동전노래연습장,대구광역시 북구 사수동 965번지,35.9012052,128.5127602
엠넷스타동전노래연습장,대구광역시 북구 태전동 253-5번지,35.9255446,128.5439694
엠오(MO)동전노래연습장,대구광역시 북구 대현동 119-41번지,35.8855695,128.6096764
히트코인노래연습장,대구광역시 북구 동천동 910-4번지,35.942445,128.5625495
소울보이스동전노래연습장,대구광역시 북구 복현동 618-20번지 2층,35.8892833,128.6170063
아지트동전노래연습장,대구광역시 북구 복현동 364-4번지,35.8924605,128.6229282
투썸동전노래연습장,대구광역시 북구 구암동 652번지,35.9312572,128.5567331
짱가노래연습장,대구광역시 북구 태전동 1049-4번지,35.9262711,128.5477177
벤츠노래연습장,대구광역시 북구 동천동 904-3번지,35.9431951,128.5596254
엔조이동전노래연습장,대구광역시 북구 태전동 969-21번지,35.9270422,128.5456508
뱅뱅뱅동전노래연습장,대구광역시 북구 구암동 649-2번지,35.931566,128.5560315
썸동전노래연습장,대구광역시 북구 동천동 896-5번지 로데오프라자,35.9428433,128.5633907
발리노래연습장,대구광역시 북구 대현동 407-12번지 지하1층,35.8823254,128.6095374
뉴욕노래연습장,대구광역시 북구 태전동 422-18번지,35.9223234,128.5471198
칼라노래연습장,대구광역시 북구 태전동 1074-4번지 (지하1층),35.9253926,128.5478635
백번2노래연습장,대구광역시 북구 태전동 204-1번지,35.919882,128.5426963
톤 노래연습장,대구광역시 북구 산격동 840-3번지,35.8944839,128.5946601
태평노래연습장,대구광역시 북구 고성동2가 113-2번지,35.8812012,128.5812241
체어맨노래연습장,대구광역시 북구 태전동 989-5번지,35.9259146,128.5470493
토마토노래연습장,대구광역시 북구 태전동 409-18번지,35.9229504,128.5464028
칠성노래연습장,대구광역시 북구 칠성동2가 548-3번지,35.878079,128.6006584
쥴리아드노래연습장,대구광역시 북구 태전동 254-32번지,35.9252568,128.543235
짱구노래연습장,대구광역시 북구 대현동 340-15번지,35.8784541,128.6085033
샤넬노래연습장,대구광역시 북구 관음동 1360-3번지,35.9371302,128.5445386
필노래연습장,대구광역시 북구 산격동 1272-1번지,35.9000142,128.6099644
필통노래연습장,대구광역시 북구 복현동 375-33번지,35.8915556,128.6246623
궁노래연습장,대구광역시 북구 동천동 877번지,35.9320192,128.5568337
신바람노래연습장,대구광역시 북구 읍내동 953-4번지,35.940245,128.5504785
강변노래연습장,대구광역시 북구 읍내동 1234-42번지,35.944645,128.5534729
천지노래연습장,대구광역시 북구 산격동 1429-18번지 지하1층,35.8935991,128.6048929
까치2노래연습장,대구광역시 북구 산격동 489-7번지,35.8994821,128.6149929
황진이노래연습장,대구광역시 북구 노원동2가 324-12번지,35.8899391,128.5711631
여울노래연습장,대구광역시 북구 노원동1가 6-9번지,35.8899504,128.5795313
썬노래연습장,대구광역시 북구 복현동 200-1번지 번지외4필지(지하1층),35.8973838,128.6156933
야후노래방,대구광역시 북구 산격동 1339번지,35.892523,128.6089809
삥풀노래연습장,대구광역시 북구 태전동 409-5번지 (지하1층),35.9235519,128.5467194
황금노래연습장,대구광역시 북구 산격동 1417-3번지,35.891244,128.6063127
스타노래방,대구광역시 북구 노원동3가 74-28번지,35.8989602,128.5727023
애정노래연습장,대구광역시 북구 구암동 775-1번지 (지상2층),35.9427387,128.5709908
화이트노래연습장,대구광역시 북구 구암동 812-8번지,35.9370161,128.568559
한곡땡겨노래연습장,대구광역시 북구 태전동 254-30번지,35.9250117,128.5434184
청춘노래연습장,대구광역시 북구 검단동 1266-25번지,35.9132285,128.6265666
아싸노래연습장,대구광역시 북구 태전동 987-13번지 (지상2층),35.9258725,128.5463896
압구정 노래연습장,대구광역시 북구 구암동 653-3번지,35.9312921,128.556208
우리 노래연습장,대구광역시 북구 산격동 1291-22번지 (지하1층),35.8961235,128.6129309
궁전노래연습장,대구광역시 북구 읍내동 1381-14번지,35.9324614,128.5520271
쇼노래연습장,대구광역시 북구 산격동 1235-23번지 (지상2층),35.8985636,128.6073733
체리노래연습장,대구광역시 북구 태전동 987-17번지 (지상1층),35.9259262,128.5458736
휴노래연습장,대구광역시 북구 태전동 981-1번지 (지상2층),35.9167349,128.5429767
쇼노래연습장,대구광역시 북구 서변동 1739-9번지,35.9235555,128.5965154
토마토노래연습장,대구광역시 북구 고성동3가 38-10번지,35.8844703,128.584008
금별은별노래연습장,대구광역시 북구 매천동 681번지 (3층),35.9085862,128.5428219
토마토2 노래연습장,대구광역시 북구 고성동3가 38-10번지 지상2층,35.8844703,128.584008
칸노래연습장,대구광역시 북구 태전동 986-12번지,35.9259828,128.545321
부킹노래연습장,대구광역시 북구 태전동 1059-13번지,35.9255817,128.5490859
탤런트노래연습장,대구광역시 북구 태전동 1023-16번지,35.9287661,128.5498682
VIP노래연습장,대구광역시 북구 읍내동 1123-5번지,35.9326256,128.5502307
대구노래연습장,대구광역시 북구 관음동 1268-23번지,35.9432036,128.5448352
축제노래연습장,대구광역시 북구 산격동 489-8번지,35.8999178,128.6150937
베토벤노래방,대구광역시 북구 태전동 974-8번지,35.9268373,128.5466921
쇼노래연습장,대구광역시 북구 고성동3가 28-2번지,35.8842187,128.5853286
유노래연습장,대구광역시 북구 학정동 928-9번지 2층,35.9520662,128.5662625
와우노래연습장,대구광역시 북구 구암동 815-14번지 2층,35.9381642,128.5682104
필통노래연습장,대구광역시 북구 칠성동2가 378-29번지,35.8821156,128.5938466
블루,대구광역시 북구 동변동 669-1번지 (3층),35.9209875,128.6024996
천궁노래연습장,대구광역시 북구 노원동3가 1037번지,35.8945266,128.5711916
참새노래연습장,대구광역시 북구 산격동 180번지 (지하 1층),35.9051997,128.6124049
제우스노래연습장,대구광역시 북구 읍내동 302-1번지,35.9506329,128.5533551
새롬노래연습장,대구광역시 북구 관음동 1284-9번지,35.9449305,128.5474208
동백노래연습장,대구광역시 북구 산격동 1203-7번지 지하1층,35.9013426,128.6071442
심포니,대구광역시 북구 고성동2가 33-1번지,35.8801796,128.5863167
청담노래방,대구광역시 북구 노원동3가 1226번지,35.8989687,128.5790088
무태노래연습장,대구광역시 북구 동변동 263-3번지 (지하1층),35.9230098,128.6007498
스카이노래연습장,대구광역시 북구 태전동 981번지,35.9266577,128.5457623
주인공 노래연습장,대구광역시 북구 노원동3가 879번지,35.8913063,128.5656501
쿨노래연습장,대구광역시 북구 복현동 412-8번지 지상2층,35.8960677,128.6144957
호박노래연습장,대구광역시 북구 동천동 912-3번지 202호,35.9418373,128.562993
숲에노래연습장,대구광역시 북구 서변동 1740-1번지,35.9232451,128.5964123
영빈노래연습장,대구광역시 북구 노원동1가 9-1번지,35.8892692,128.5820905
유통노래연습장,대구광역시 북구 산격동 14-144번지 지상1층,35.9104468,128.606775
대번노래연습장,대구광역시 북구 구암동 777-6번지,35.942057,128.5710524
벅시 노래연습장,대구광역시 북구 산격동 1646번지 (지상3층),35.9047307,128.6091054
어촌노래연습장,대구광역시 북구 노원동1가 8-1번지,35.8893792,128.5828279
씽씽노래연습장,대구광역시 북구 구암동 812-10번지,35.9371904,128.5684871
목화노래연습장,대구광역시 북구 칠성동2가 302-125번지,35.8772558,128.5945645
신도시노래연습장,대구광역시 북구 구암동 652번지,35.9312572,128.5567331
한마음노래연습장,대구광역시 북구 동변동 499-1번지,35.921397,128.6040707
에이스노래연습장,대구광역시 북구 동변동 325번지 (지하1층),35.9213333,128.601854
아리아노래연습장,대구광역시 북구 동천동 926-6번지 (지상2층),35.9376224,128.5578494
엠제이노래연습장,대구광역시 북구 동천동 895-3번지,35.9440102,128.5620563
스타노래연습장,대구광역시 북구 산격동 1228-1번지,35.8968398,128.605148
청솔노래연습장,대구광역시 북구 산격동 1235-20번지,35.8983278,128.6076772
산격노래연습장,대구광역시 북구 산격동 848번지,35.8932972,128.5945969
아마존노래연습장,대구광역시 북구 구암동 775-8번지 (지상2층),35.94265,128.5706931
짝꿍노래연습장,대구광역시 북구 구암동 812-14번지,35.9376333,128.5687851
한가락노래연습장,대구광역시 북구 구암동 815-10번지 (지상2층),35.9376502,128.5678908
호박노래연습장,대구광역시 북구 노원동1가 12-14번지 (지하1층),35.8876425,128.5822437
축제노래연습장,대구광역시 북구 동변동 493-3번지,35.921335,128.6027715
채널3노래연습장,대구광역시 북구 대현동 257-15번지,35.8880607,128.603247
제우스노래연습장,대구광역시 북구 구암동 776-11번지,35.9426949,128.5712941
은하노래연습장,대구광역시 북구 복현동 364-1번지,35.892601,128.6226003
쇼노래연습장,대구광역시 북구 복현동 249-8번지,35.8950141,128.6246241
한마당노래연습장,대구광역시 북구 복현동 427-4번지,35.8946725,128.6181758
산림노래연습장,대구광역시 북구 산격동 1269-20번지 (지상2층),35.9007167,128.6090082
만남노래연습장,대구광역시 북구 산격동 1270번지,35.9002562,128.609522
아리랑노래연습장,대구광역시 북구 산격동 741-34번지,35.9019633,128.5965926
친구2노래방,대구광역시 북구 침산동 301-5번지,35.8892783,128.5931192
케이팝동전노래연습장,대구광역시 북구 동천동 899-4번지 (4층),35.9433528,128.5611616
블링블링동전노래연습장,대구광역시 북구 구암동 765-2번지,35.9437584,128.5642558
수노래연습장,대구광역시 북구 학정동 928-6번지,35.9519607,128.5672173
짱구노래방,대구광역시 북구 복현동 683번지,35.8899423,128.6180349
메들리노래연습장,대구광역시 북구 매천동 540-9번지 지하1층,35.9040252,128.5405053
O.K노래연습장,대구광역시 북구 태전동 155-18번지 (지하1층),35.923086,128.5439337
축제노래연습장,대구광역시 북구 침산동 295-3번지,35.890851,128.5905889
파크노래연습장,대구광역시 북구 매천동 680번지,35.9085554,128.5430576
뉴동전노래연습장,대구광역시 북구 산격동 1341-6번지,35.8928627,128.6093623
라이브노래연습장,대구광역시 북구 구암동 815-11번지,35.9377814,128.5679782
마야노래연습장,대구광역시 북구 태전동 1021-12번지,35.9288952,128.5486401
제우스노래연습장,대구광역시 북구 구암동 810-11번지,35.9383758,128.5697757
귀빈노래연습장,대구광역시 북구 국우동 1119-8번지,35.9466989,128.5740364
볼보노래연습장,대구광역시 북구 태전동 246-10번지 (지상2층),35.9229698,128.5453103
합창노래연습장,대구광역시 북구 칠성동2가 378-26번지,35.8823342,128.5939313
골든벨노래연습장,대구광역시 북구 구암동 137번지,35.9393145,128.5693036
파도노래연습장,대구광역시 북구 태전동 584번지,35.9188387,128.5503368
운암지노래연습장,대구광역시 북구 구암동 814번지,35.9372757,128.5681708
대왕노래연습장,대구광역시 북구 구암동 813-11번지,35.9380273,128.5685629
에스엠브라보노래연습장,대구광역시 북구 복현동 200-5번지,35.8970935,128.6160578
칼라노래연습장,대구광역시 북구 동변동 493번지 (지하1층),35.9213294,128.6022751
제우스노래연습장,대구광역시 북구 동천동 954-5번지,35.9431569,128.5569783
순정노래연습장,대구광역시 북구 구암동 774-4번지,35.9429037,128.5713522
황후노래연습장,대구광역시 북구 동변동 668-15번지,35.9195979,128.6010176
쿨노래연습장,대구광역시 북구 칠성동2가 355-27번지,35.8799645,128.593608
뽀식이동전노래연습장,대구광역시 북구 산격동 1324-1번지 지하1층,35.8942237,128.6107662
앵콜 노래방,대구광역시 북구 산격동 848-31번지,35.8933192,128.5943501
칼라 노래연습장,대구광역시 북구 복현동 266-10번지,35.8987871,128.6232137
세현 노래방,대구광역시 북구 복현동 539-114번지 건영아파트 상가 106호,35.8997646,128.6164917
대박노래연습장,대구광역시 북구 태전동 987-10번지 지하1층,35.9258284,128.5467727
부킹노래연습장,대구광역시 북구 산격동 1646번지,35.9047307,128.6091054
중앙노래연습장,대구광역시 북구 관음동 1383-15번지 지하1층,35.9386582,128.5492107
교민노래방,대구광역시 북구 읍내동 812-13번지,35.9467631,128.5528681
타임노래방,대구광역시 북구 태전동 995-3번지,35.9310848,128.5489489
둥지노래연습장,대구광역시 북구 산격동 1324-3번지,35.8942818,128.6108719
귀빈노래연습장,대구광역시 북구 복현동 268-8번지,35.8991742,128.6234826
공동 노래연습장,대구광역시 북구 칠성동2가 346-9번지,35.8800238,128.5951013
첼로노래연습장,대구광역시 북구 구암동 775-2번지,35.9426517,128.5708915
한창노래연습장,대구광역시 북구 노원동2가 281-2번지,35.88819,128.5737357
