사업장명,소재지전체주소,Latitude,Longitude
바닐라오락실,대구광역시 달서구 송현동 140-2번지,35.8335997,128.5537677
보물창고,대구광역시 달서구 상인동 1421번지,35.8135411,128.5369933
고릴라랜드,대구광역시 달서구 파호동 82-31번지,35.852234,128.4774288
행운오락실,대구광역시 달서구 상인동 1428번지,35.8143277,128.5358488
스트레스파이터,대구광역시 달서구 상인동 1402-4번지,35.8175855,128.5381681
짱구게임랜드,대구광역시 달서구 죽전동 273-3번지,35.8502229,128.5352577
인형짱,대구광역시 달서구 죽전동 220-48번지,35.8534855,128.5405307
행운뽑기방,대구광역시 달서구 용산동 442-11번지,35.8554804,128.5217004
포세이돈게임랜드,대구광역시 달서구 송현동 143-1번지,35.8327459,128.5528531
에이스오락실,대구광역시 달서구 이곡동 1213-2번지,35.8532844,128.5044768
행복인형방,대구광역시 달서구 장기동 550-5번지,35.8421895,128.5342251
서남게임랜드,대구광역시 달서구 감삼동 65-4번지,35.852885,128.5435757
삼성게임랜드,대구광역시 달서구 상인동 1529-4번지,35.8141315,128.5459938
현대게임랜드,대구광역시 달서구 죽전동 256-5번지,35.8529494,128.5376696
히트다히트,대구광역시 달서구 이곡동 1231-3번지,35.8571023,128.5096239
다뽑아,대구광역시 달서구 감삼동 117-27번지,35.8510492,128.5467073
게임천국,대구광역시 달서구 송현동 1033-16번지 (지하1층),35.8361491,128.5560125
프린스오락실,대구광역시 달서구 감삼동 206-76번지 (지하1층),35.8451431,128.5442745
홈런게임장,대구광역시 달서구 신당동 1790-19번지 (1층),35.8551297,128.4926929
인형뽑기,대구광역시 달서구 감삼동 47-1번지,35.8541454,128.5421062
플레이원,대구광역시 달서구 상인동 225-5번지,35.8168232,128.5385226
와룡게임랜드,대구광역시 달서구 죽전동 379-16번지,35.8532997,128.5369258
토이랜드,대구광역시 달서구 대곡동 62번지,35.8092742,128.5157825
뽀끼짱,대구광역시 달서구 월성동 86번지,35.8295771,128.5287383
노라죠(인형뽑기공장),대구광역시 달서구 진천동 508번지,35.8133557,128.5236534
평광인형뽑기방,대구광역시 달서구 상인동 1552-6번지,35.8127793,128.5462468
금강 게임랜드,대구광역시 달서구 본리동 1209-2번지,35.8389598,128.5304111
포시즌,대구광역시 달서구 송현동 140-1번지,35.833561,128.5539589
일렉트로게임(클래스어뮤즈먼트월배점),대구광역시 달서구 대천동 555번지 이마트월배점,35.8166667,128.5230556
오공게임랜드,대구광역시 달서구 본동 1010-1번지,35.8347109,128.5367142
대영오락실,대구광역시 달성군 논공읍 북리 824-21번지,35.7279049,128.4462079
매니아 게임랜드,대구광역시 달성군 구지면 내리 845-16번지,35.6411721,128.4178674
토이월드,대구광역시 달성군 다사읍 매곡리 1547-6번지,35.8592833,128.4652353
뽑기오빠,대구광역시 달성군 유가읍 봉리 607번지,35.6931234,128.4660707
보물섬,대구광역시 달성군 유가읍 봉리 616번지 로얄타워 104호,35.6931234,128.4660707
온가족놀이터,대구광역시 달성군 유가읍 봉리 606번지 하이젠스타 120호,35.6931234,128.4660707
인형뽑기방,대구광역시 달성군 현풍면 중리 489번지 110호,35.6921852,128.4504959
더 프렌즈,대구광역시 달성군 논공읍 북리 803-90번지,35.7299485,128.4446795
논공 게임랜드,대구광역시 달성군 논공읍 북리 833-99번지,35.7285332,128.451986
뽑기샵(#),대구광역시 달성군 다사읍 죽곡리 854-8번지,35.8500337,128.4642154
인형가게 뽑고가게,대구광역시 달성군 옥포읍 본리리 2661번지,35.7895114,128.4637621
인형가게 뽑고가게,대구광역시 달성군 화원읍 명곡리 202-2번지,35.8006963,128.4897078
비슬산오락실,대구광역시 달성군 논공읍 북리 803-221번지,35.7307005,128.447497
뽑기짱,대구광역시 달성군 다사읍 세천리 1580-8번지,35.8745597,128.478136
놀러와,대구광역시 달성군 유가읍 봉리 612-1번지,35.6931234,128.4660707
코코인형방,대구광역시 달성군 다사읍 서재리 91번지,35.875552,128.4965824
고고씽뽑기방,대구광역시 달성군 다사읍 서재리 93번지,35.8754257,128.4968429
토이샵,대구광역시 달성군 다사읍 세천리 1571-6번지,35.8746539,128.4713227
짱구게임장,대구광역시 달성군 화원읍 천내리 53-14번지,35.8054027,128.5030918
토이랜드,대구광역시 달성군 다사읍 세천리 1578-3번지,35.8746539,128.4713227
신대박오락실,대구광역시 달성군 옥포면 교항리 2897번지,35.7794277,128.448853
유가놀이터,대구광역시 달성군 유가읍 봉리 610-2번지 포산스퀘어 104호,35.6931234,128.4660707
룰루랄라,대구광역시 달성군 현풍면 부리 433-9번지,35.6963284,128.4426762
월드토이,대구광역시 달성군 유가읍 봉리 610-1번지,35.6931234,128.4660707
월드토이,대구광역시 달성군 유가읍 봉리 606번지 하이젠스타 101호,35.6931234,128.4660707
보물섬,대구광역시 달성군 옥포읍 교항리 2912번지 107호,35.7794277,128.448853
블랙홀 인형뽑기방,대구광역시 달성군 화원읍 천내리 128-1번지,35.8068583,128.4992072
토이 play,대구광역시 달성군 논공읍 북리 803-82번지,35.7297509,128.4439775
온가족놀이터(옥포점),대구광역시 달성군 옥포면 교항리 2918번지 (일부) 107호,35.7794277,128.448853
뽑기오빠,대구광역시 달성군 다사읍 서재리 90번지 1층 일부,35.8758644,128.4966629
테크노게임랜드,대구광역시 달성군 유가읍 봉리 606번지 하이젠스타,35.6931234,128.4660707
뽑기정복자,대구광역시 달성군 화원읍 천내리 36-11번지 서부제일교회,35.8059138,128.5000522
에이스오락실,대구광역시 달성군 화원읍 명곡리 105번지,35.7982063,128.4953129
질러오락실,대구광역시 달성군 다사읍 매곡리 1548번지 202호(2층),35.8582851,128.4662957
돼지오락실,대구광역시 달성군 논공읍 북리 803-204번지 2층,35.729763,128.4472905
