학원명,학원주소,Latitude,Longitude,,,,,,,,,,,,,,,,
푸르넷에듀학원,대구광역시 북구 학정로110길 34 3층 (학정동),35.9523198,128.5680911,,,,,,,,,,,,,,,,
시스템(STM)수학학원,대구광역시 북구 동암로 102 동신빌딩 4층 (동천동),35.9154574,128.5481429,,,,,,,,,,,,,,,,
윤선생영어숲칠곡학원,대구광역시 북구 대천로 92 4층 (동천동),35.9366772,128.5591683,,,,,,,,,,,,,,,,
박찬학원,"대구광역시 북구 구암로 149 , 6층 일부 (동천동)",35.9386142,128.5598081,,,,,,,,,,,,,,,,
윤선생영어숲복현중앙어학원,"대구광역시 북구 복현로 105 , 상가동 301호 (복현동,태왕아너스복현)",35.8994329,128.6201088,,,,,,,,,,,,,,,,
퍼펙트입시학원,"대구광역시 북구 복현로 19 2,3층 (복현동)",35.8940354,128.623398,,,,,,,,,,,,,,,,
윤선생영어숲구암어학원,"대구광역시 북구 구암로 148 , 2층 (구암동)",35.9315112,128.5567714,,,,,,,,,,,,,,,,
더쎈학원,대구광역시 북구 침산남로 138 6층 (침산동),35.8881474,128.5906951,,,,,,,,,,,,,,,,
책임영수학원,대구광역시 북구 칠곡중앙대로 497 4층 (관음동),35.9498503,128.543349,,,,,,,,,,,,,,,,
눈높이러닝센터학정학원,대구광역시 북구 학남로 20 2층 (학정동),35.9483121,128.5668542,,,,,,,,,,,,,,,,
윤선생아이지에스이(IGSE)학정학원,대구광역시 북구 학남로 20 3층 (학정동),35.9483121,128.5668542,,,,,,,,,,,,,,,,
이숙이입시학원,"대구광역시 북구 동암로 128 , 5층 (구암동)",35.9437107,128.5646168,,,,,,,,,,,,,,,,
분석수학복현학원,대구광역시 북구 동북로 199 4층 (산격동),35.8981994,128.6143028,,,,,,,,,,,,,,,,
매쓰온매쓰분석수학학원,"대구광역시 북구 호국로43길 8-26 ,  4층 (서변동)",35.921908,128.5986738,,,,,,,,,,,,,,,,
가온학원,"대구광역시 서구 서대구로5길 53 , 2,3층 (내당동)",35.8597569,128.5508394,,,,,,,,,,,,,,,,
장재임학원,대구광역시 서구 국채보상로34길 12 중리롯데캐슬상가 129/309 (중리동),35.8673054,128.5479661,,,,,,,,,,,,,,,,
눈높이러닝센터태전학원,대구광역시 북구 학정로 38 5층 (태전동),35.9275811,128.5420851,,,,,,,,,,,,,,,,
생각학원,"대구광역시 북구 대천로 92 , 5층 (동천동)",35.9366772,128.5591683,,,,,,,,,,,,,,,,
멘토링학원,대구광역시 북구 학정로 427 4층(동천동),35.9427322,128.5631963,,,,,,,,,,,,,,,,
눈높이러닝센터강북학원,"대구광역시 북구 구암로 139-1 , 3층,4층 (동천동)",35.9320688,128.5562411,,,,,,,,,,,,,,,,
에스클래스수학전문학원,대구광역시 북구 침산남로 153 정호빌딩5층 (침산동),35.8881925,128.5925263,,,,,,,,,,,,,,,,
추고학원,"대구광역시 북구 대천로 78 3층,4층 (동천동)",35.9368611,128.5577986,,,,,,,,,,,,,,,,
눈높이러닝센터서도학원,대구광역시 서구 통학로 57 서연빌딩 4층 (내당동),35.8654425,128.5636459,,,,,,,,,,,,,,,,
마스터메스학원,대구광역시 북구 매전로 78 3층 (태전동),35.9125752,128.546851,,,,,,,,,,,,,,,,
하늘수학과학전문학원,대구광역시 북구 학정로 38 5층 (태전동),35.9275811,128.5420851,,,,,,,,,,,,,,,,
아르케수학학원,대구광역시 북구 침산남로 138 S.K빌딩 7층 (침산동),35.8881474,128.5906951,,,,,,,,,,,,,,,,
톰앤제니리딩아이학원,대구광역시 북구 매천로 126 농협4층 (매천동),35.9083167,128.5422151,,,,,,,,,,,,,,,,
프리미엄영어교육칠곡3지구영재학원,"대구광역시 북구 동천로24길 9 , 2층 (동천동)",35.9417756,128.5618823,,,,,,,,,,,,,,,,
필즈수학원,"대구광역시 북구 동천로24길 17 , 2층,3층 (동천동)",35.9419757,128.5625041,,,,,,,,,,,,,,,,
영어숲윤선생영어칠성어학원,"대구광역시 북구 침산남로 180-6 , 4층 (침산동)",35.8868065,128.5948464,,,,,,,,,,,,,,,,
세영입시학원,대구광역시 북구 중앙대로118길 19 2층 (침산동),35.8844031,128.5983903,,,,,,,,,,,,,,,,
칠곡외대어학원,"대구광역시 북구 대천로 88 , 4,5층 (동천동)",35.9367413,128.5587465,,,,,,,,,,,,,,,,
능률주니어랩영어학원,"대구광역시 북구 검단로 64,  복현보성타운상가 203호 복현보성타운상가 203호, 204호 (복현동)",35.9033748,128.6172774,,,,,,,,,,,,,,,,
문단열의아이스펀지잉글리쉬침산어학원,"대구광역시 북구 침산남로 178 , 2층 (침산동)",35.8872458,128.5949515,,,,,,,,,,,,,,,,
이-쎈학원,"대구광역시 서구 서대구로3길 52 2,3층 (내당동)",35.8588203,128.5512647,,,,,,,,,,,,,,,,
에스와이티시영어수학전문학원,"대구광역시 북구 칠곡중앙대로 614 2,3층 (읍내동)",35.949872,128.5530161,,,,,,,,,,,,,,,,
강북분석수학학원,대구광역시 북구 대천로 89 4층 (동천동),35.9371915,128.5590489,,,,,,,,,,,,,,,,
토미영어송강국어학원,대구광역시 북구 대천로18길 2 3층 (동천동),35.9367969,128.5582193,,,,,,,,,,,,,,,,
학문당입시학원,"대구광역시 북구 동북로 265 , 5층 (복현동)",35.8942481,128.6197365,,,,,,,,,,,,,,,,
민수학맵플러스학원,대구광역시 북구 동천로24길 3 2층 (동천동),35.9420831,128.5609243,,,,,,,,,,,,,,,,
현대건축토목학원,대구광역시 남구 명덕로 116   3~4층 (대명동),35.8561954,128.5826403,,,,,,,,,,,,,,,,
뉴컴퓨터전산회계학원,대구광역시 달서구 당산로30길 6   3~4층 (성당동),35.8494036,128.5474543,,,,,,,,,,,,,,,,6
로얄컴퓨터회계학원,"대구광역시 달서구 장기로 95 , 3층 (성당동)",35.8432156,128.5501007,,,,,,,,,,,,,,,,2
샤론음악학원,대구광역시 달서구 장기로26길 39   2층 (성당동),35.845301,128.5468051,,,,,,,,,,,,,,,,4
한국컴퓨터학원,대구광역시 달서구 달구벌대로 1655-1 (감삼동),35.8525664,128.5444603,,,,,,,,,,,,,,,,1
술술학원,대구광역시 달서구 월배로 371   1~2층 (송현동),35.8251562,128.5544412,,,,,,,,,,,,,,,,1
청구음악학원,대구광역시 남구 신촌2길 2   1~2층 (봉덕동),35.8382329,128.6016829,,,,,,,,,,,,,,,,8
학취한문학원,대구광역시 달서구 야외음악당로2길 25   4층 (성당동),35.8377825,128.5512697,,,,,,,,,,,,,,,,1
세광음악학원,대구광역시 달서구 월배로68길 45   2층 (송현동),35.824329,128.5493849,,,,,,,,,,,,,,,,1
휘경수학입시학원,대구광역시 남구 신촌길 42   2층 (봉덕동),35.83791,128.601023,,,,,,,,,,,,,,,,1
신대구영어수학학원,대구광역시 달서구 당산로 89-1   2층~3층 (감삼동),35.8455416,128.5442507,,,,,,,,,,,,,,,,2
장학종합학원,대구광역시 남구 명덕로 228-17   2층 (이천동),35.8560639,128.5954902,,,,,,,,,,,,,,,,5
예솔음악학원,대구광역시 달서구 구마로9길 51   3층 (본리동),35.839791,128.532004,,,,,,,,,,,,,,,,2
에스프리음악학원,대구광역시 남구 명덕로 228-17   2층 (이천동),35.8560639,128.5954902,,,,,,,,,,,,,,,,3
명인속셈학원,대구광역시 남구 중앙대로48길 70-1   2층 (대명동),35.852339,128.594725,,,,,,,,,,,,,,,,1
길미술학원,"대구광역시 남구 이천로25길 68-1 , 1층전부 (이천동)",35.8529255,128.5945877,,,,,,,,,,,,,,,,1
명심바둑학원,대구광역시 달서구 상인로 105  상인청구아파트 상가 3층1호 (상인동),35.8157482,128.5454788,,,,,,,,,,,,,,,,2
조현영어수학학원,대구광역시 달서구 월성로 36   주공4단지 나/303호3층 (월성동),35.8315499,128.5316502,,,,,,,,,,,,,,,,1
쇼팽피아노학원,대구광역시 달서구 월곡로 320  보성은하타운상가 111-404호 일부 (상인동),35.8227182,128.5350634,,,,,,,,,,,,,,,,5
아인스입시학원,대구광역시 달서구 야외음악당로39길 45   3층 (두류동),35.8540277,128.5540681,,,,,,,,,,,,,,,,2
뮤즈뮤즈음악학원,대구광역시 달서구 월배로32안길 61   귀빈아파트 상가2동 2층 (진천동),35.8129971,128.5302585,,,,,,,,,,,,,,,,3
120클럽어학원,"대구광역시 달서구 상원로 119 , 2층 (상인동)",35.8191844,128.5308838,,,,,,,,,,,,,,,,1
엠실용음악학원,대구광역시 달서구 월배로 134   3층 (진천동),35.8138033,128.523988,,,,,,,,,,,,,,,,5
임팩트영어학원,대구광역시 달서구 한실로 71   6층 (도원동),35.8072545,128.53453,,,,,,,,,,,,,,,,2
뉴성우음악미술학원,대구광역시 달서구 월곡로43길 34   2층 (상인동),35.8132434,128.5406684,,,,,,,,,,,,,,,,2
페르마수학학원,대구광역시 달서구 구마로 125   2층 (본리동),35.837651,128.5415435,,,,,,,,,,,,,,,,4
한미학원,"대구광역시 남구 대명로 78 , 4층 (대명동)",35.838978,128.5661219,,,,,,,,,,,,,,,,4
에스엠음악학원,"대구광역시 달서구 도원로 42 , 유치원 상가 302호(3층) (도원동)",35.8060084,128.5352452,,,,,,,,,,,,,,,,6
예성무용학원,대구광역시 달서구 달구벌대로 1229   3층 (이곡동),35.8569324,128.5080329,,,,,,,,,,,,,,,,1
김선영무용학원,"대구광역시 달서구 월배로 239 , 5층 (상인동)",35.8196408,128.5393107,,,,,,,,,,,,,,,,1
킴스컴컴퓨터학원,대구광역시 달서구 계대동문로 92  한성코아상가 4층404호 (이곡동),35.8552415,128.50251,,,,,,,,,,,,,,,,1
아리야무용학원,대구광역시 달서구 달구벌대로251길 28    5층 (이곡동),35.8545711,128.5052256,,,,,,,,,,,,,,,,1
사계절음악학원,"대구광역시 달서구 한실로 117 , 330동 206호(2층) (도원동,대곡사계절타운)",35.80822,128.538369,,,,,,,,,,,,,,,,1
따뜻한영어차가운수학학원,대구광역시 달서구 선원로 241   성서2차 보성타운상가 302~303호 (용산동),35.8594635,128.5187583,,,,,,,,,,,,,,,,1
대아입시학원,대구광역시 남구 중앙대로 212   2~3층 (대명동),35.8521945,128.5909487,,,,,,,,,,,,,,,,5
성서티티에스외국어학원,대구광역시 달서구 이곡공원로 32   7층 (이곡동),35.8549684,128.5110108,,,,,,,,,,,,,,,,3
리언학원,"대구광역시 달서구 월곡로 341 , 5층 (상인동)",35.8227944,128.5326775,,,,,,,,,,,,,,,,3
유레카수학학원,대구광역시 달서구 상화북로 186   7층 (상인동),35.8129132,128.5461304,,,,,,,,,,,,,,,,4
월성지1230학원,대구광역시 달서구 월배로 93   2~3층 (진천동),35.8117444,128.5255358,,,,,,,,,,,,,,,,1
신사고국어수학학원,대구광역시 달서구 선원남로 77   한샘아파트 상가 210동 201호.202호 (이곡동),35.8581579,128.5083427,,,,,,,,,,,,,,,,8
예인명륜음악학원,"대구광역시 달서구 계대동문로 26 , 3층 (신당동)",35.8553288,128.4951221,,,,,,,,,,,,,,,,3
소라컴퓨터학원,대구광역시 달서구 이곡공원로 46   3층 (이곡동),35.855031,128.5124085,,,,,,,,,,,,,,,,2
한솔컴퓨터학원,"대구광역시 달서구 도원로 17 , 4층 (도원동)",35.8081288,128.5361413,,,,,,,,,,,,,,,,3
진음악학원,"대구광역시 달서구 월성로 30 , 3층 (월성동)",35.831582,128.5323366,,,,,,,,,,,,,,,,4
드림웍스미술학원,대구광역시 달서구 도원로 14   3층 (도원동),35.808544,128.535613,,,,,,,,,,,,,,,,1
성우피아노학원,"대구광역시 달서구 장기로 252 , 202호 (장기동, 장기 협성휴포레)",35.8439547,128.532696,,,,,,,,,,,,,,,,1
예쁜손음악학원,대구광역시 달서구 상인서로 76  영남화성상가 107동 208호 일부 2층 (상인동),35.8176356,128.5427572,,,,,,,,,,,,,,,,2
청직학원,"대구광역시 달서구 월배로 205 , 2층 (상인동)",35.8186754,128.5359024,,,,,,,,,,,,,,,,1
필음악학원,대구광역시 달서구 학산남로 90  송현우방하이츠상가 201-201 (송현동),35.8250511,128.5428026,,,,,,,,,,,,,,,,6
한상철수학고등관학원,"대구광역시 달서구 월배로 214 , 4층 (상인동)",35.8183777,128.5369705,,,,,,,,,,,,,,,,1
드림독서실,대구광역시 달서구 상인로 105  청구아파트 상가 3층 3호 (상인동),35.8157482,128.5454788,,,,,,,,,,,,,,,,9
정명입시음악학원,대구광역시 달서구 학산로 170   4층 (송현동),35.8336669,128.5449809,,,,,,,,,,,,,,,,1
가나음악학원,"대구광역시 달서구 송현로7길 20 , 1222동 301,302호 (상인동,상인화성파크드림)",35.8201412,128.5486356,,,,,,,,,,,,,,,,6
대진컴퓨터학원,대구광역시 달서구 서당로 37   2층 (신당동),35.855104,128.4954285,,,,,,,,,,,,,,,,7
대찬수학학원,대구광역시 달서구 도원로 23   3층  (도원동),35.8076216,128.5360926,,,,,,,,,,,,,,,,2
아르케음악학원,"대구광역시 달서구 성지로 35 , 가동 202,205호 (용산동,성서6주공아파트)",35.8544919,128.5199806,,,,,,,,,,,,,,,,3
이보영의토킹클럽대곡어학원,"대구광역시 달서구 도원로 5 , 5층 (도원동)",35.8091629,128.5362944,,,,,,,,,,,,,,,,1
연세영어학원,"대구광역시 달서구 이곡동로 60 , 4층 일부 (이곡동)",35.8548053,128.512076,,,,,,,,,,,,,,,,4
배태연음악학원,대구광역시 달서구 한들로 70   장기파랑새마을상가 21-206호 (장기동),35.8453543,128.5268969,,,,,,,,,,,,,,,,3
키즈쇼팽음악학원,"대구광역시 달서구 한들로 55 , 502동 202호 일부 (장기동, 장기초록나라)",35.8457154,128.5292855,,,,,,,,,,,,,,,,3
후쌤영어학원,대구광역시 남구 효성중앙길 13   3층 (봉덕동),35.8357137,128.6009743,,,,,,,,,,,,,,,,1
명가컴퓨터학원,대구광역시 달서구 호산로 125  삼성명가타운상가 50-301 (파호동),35.852992,128.474297,,,,,,,,,,,,,,,,1
덕부명지입시학원,"대구광역시 남구 효성2길 19-2 , 2,3층 (봉덕동)",35.8367142,128.6006022,,,,,,,,,,,,,,,,2
스터디온영어학원,대구광역시 달서구 성서로 420  메가타운5층일부 (이곡동),35.8550472,128.5077873,,,,,,,,,,,,,,,,6
신명정보처리학원,대구광역시 달서구 용산로 226   4층 (용산동),35.8577827,128.5308897,,,,,,,,,,,,,,,,2
송현한솔입시학원,대구광역시 달서구 월배로 349  5층 (송현동),35.818634,128.5665651,,,,,,,,,,,,,,,,2
가람입시학원,대구광역시 달서구 구마로39길 110   2층 (성당동),35.842345,128.5491128,,,,,,,,,,,,,,,,1
경문영수학원,대구광역시 달서구 용산로 226   4층 (용산동),35.8577827,128.5308897,,,,,,,,,,,,,,,,2
시원음악학원,대구광역시 달서구 상화로8길 26  대곡청구아파트 상가 2층 1호 (대곡동),35.8084974,128.5165933,,,,,,,,,,,,,,,,7
타임즈어학원,대구광역시 달서구 용산서로 12   2층 (용산동),35.8577966,128.5293751,,,,,,,,,,,,,,,,1
젬스쿨입시학원,대구광역시 달서구 비슬로 2684   3층 (대곡동),35.8078212,128.509258,,,,,,,,,,,,,,,,2
성심음악영수학원,대구광역시 달서구 송현동2길 21   2층 (송현동),35.8297901,128.5487828,,,,,,,,,,,,,,,,1
달서원더랜드어학원,"대구광역시 달서구 와룡로 169 , 107동 202호,204호 (감삼동,월드마크 웨스트엔드)",35.8484374,128.536007,,,,,,,,,,,,,,,,3
청맥입시학원,대구광역시 달서구 용산서로 14   대광골든프라자상가 A-301.302 3층 (용산동),35.8577973,128.5291185,,,,,,,,,,,,,,,,4
스카이더원수학학원,대구광역시 달서구 이곡동로 63   2층 (이곡동),35.8544559,128.5115644,,,,,,,,,,,,,,,,2
동아스쿨학원,대구광역시 달서구 한실로 73   4층 (도원동),35.8072337,128.5347467,,,,,,,,,,,,,,,,5
장원이엠학원,"대구광역시 달서구 감삼길 142 , 2층 (감삼동)",35.8495563,128.5455767,,,,,,,,,,,,,,,,4
지캠프영수학원,"대구광역시 달서구 이곡동로 23 , 602호 (이곡동)",35.8542641,128.5100309,,,,,,,,,,,,,,,,2
어린음악대어린화가들음악미술학원,"대구광역시 달서구 호산로 126 , 201,202,203호 (호산동, 삼성한국형아파트상가동)",35.8512138,128.4801789,,,,,,,,,,,,,,,,1
지혜림독서실,대구광역시 달서구 구마로 212   4층 (송현동),35.8368429,128.5509655,,,,,,,,,,,,,,,,4
태오름스쿨학원,"대구광역시 달서구 용산로 232 , 4층 (용산동)",35.8582869,128.5310126,,,,,,,,,,,,,,,,0
리틀베토벤음악학원,"대구광역시 달서구 파도고개로 58 , 2층 (두류동)",35.8532926,128.5714969,,,,,,,,,,,,,,,,4
연암학원,대구광역시 달서구 서당로 47   3층~2층일부 (신당동),35.8560476,128.4954499,,,,,,,,,,,,,,,,2
리틀팍스어학원,대구광역시 달서구 당산로 41   4~5층 (본리동),35.8415111,128.5443881,,,,,,,,,,,,,,,,3
어린음악대봉덕원음악학원,대구광역시 남구 효성로 24   2층 (봉덕동),35.8356656,128.6001272,,,,,,,,,,,,,,,,11
예일입시학원,대구광역시 남구 대명로 213   2층 (대명동),35.8407324,128.5804107,,,,,,,,,,,,,,,,2
능력학원,대구광역시 남구 대경길 115   2~3층 (대명동),35.8453727,128.5726356,,,,,,,,,,,,,,,,7
와이즈만영재학원,대구광역시 달서구 월배로 133   3층전체 및 4층일부 (진천동),35.8157154,128.5287958,,,,,,,,,,,,,,,,4
뮤즈앤음악학원,"대구광역시 달서구 와룡로57길 46 , 2층 (죽전동)",35.8581332,128.5347705,,,,,,,,,,,,,,,,7
피아노의숲음악학원,대구광역시 달서구 장기로 242-7   3층 (장기동),35.8439745,128.5335198,,,,,,,,,,,,,,,,1
장기더엠수학학원,대구광역시 달서구 장기로 244   4층 (장기동),35.8437751,128.5337631,,,,,,,,,,,,,,,,3
뮤엠영어대곡학원,대구광역시 달서구 한실로 89   4층 (도원동),35.807053,128.5364594,,,,,,,,,,,,,,,,6
라쎄느미술학원,"대구광역시 달서구 이곡동로 74 , 4층 일부 (이곡동)",35.8548659,128.5103271,,,,,,,,,,,,,,,,1
하나로입시학원,대구광역시 달서구 월배로 182   3층 (상인동),35.8174343,128.5338656,,,,,,,,,,,,,,,,1
루시드어학원,"대구광역시 달서구 이곡공원로 42 , 4층일부 (이곡동)",35.8550359,128.5120896,,,,,,,,,,,,,,,,3
아르스누바계명음악학원,"대구광역시 달서구 도원로 45 , 440동305호 (도원동, 대곡강산타운)",35.8050899,128.5355326,,,,,,,,,,,,,,,,5
계명음악학원,대구광역시 달서구 선원남로 77   한샘아파트 상가210동 203.205호 (이곡동),35.8581579,128.5083427,,,,,,,,,,,,,,,,2
비아체음악학원,대구광역시 달서구 한실로 47   청우빌딩 201호 (도원동),35.809184,128.5323597,,,,,,,,,,,,,,,,2
킴스과학학원,대구광역시 달서구 이곡동로 65   5층 일부 (이곡동),35.8544595,128.5113475,,,,,,,,,,,,,,,,2
SEI(에스이아이)외국어학원,"대구광역시 달서구 이곡동로 60 , 3층 (이곡동)",35.8548053,128.512076,,,,,,,,,,,,,,,,4
햇살피아노학원,대구광역시 달서구 용산서로 38  용산2차우방타운 109동 202~203호 (용산동),35.8579018,128.5298688,,,,,,,,,,,,,,,,9
수석학원,대구광역시 달서구 월배로 324   2층 (송현동),35.827344,128.5610732,,,,,,,,,,,,,,,,1
투탑영어고대수학학원,대구광역시 달서구 도원로 30   5층 (도원동),35.8072021,128.5353639,,,,,,,,,,,,,,,,4
소리예술음악학원,대구광역시 달서구 장기로 242-11   3층,35.8441308,128.5330415,,,,,,,,,,,,,,,,8
로�스국어논술학원,"대구광역시 달서구 월배로 219 , 7층 일부 (상인동, 상인동 CENTRO TOWER)",35.819091,128.537216,,,,,,,,,,,,,,,,1
엠브이피(MVP)독서실,대구광역시 달서구 월배로28안길 10   2층 (진천동),35.8148815,128.5290304,,,,,,,,,,,,,,,,6
예성음악학원,"대구광역시 달서구 학산남로 6 , 2층 일부 (상인동)",35.823276,128.5336247,,,,,,,,,,,,,,,,0
엠투스카이영어학원,대구광역시 달서구 월배로 327   3층 (송현동),35.822274,128.5691363,,,,,,,,,,,,,,,,1
성문독서실,대구광역시 달서구 새방로 20   3층 (용산동),35.8606034,128.521734,,,,,,,,,,,,,,,,4
소리엘음악학원,대구광역시 달서구 구마로 176   2층 13호 (본동),35.8366903,128.5470903,,,,,,,,,,,,,,,,0
장기시매쓰수학과학학원,대구광역시 달서구 장기로 251   2층 (장기동),35.8433668,128.5329622,,,,,,,,,,,,,,,,1
황샘영어학원,"대구광역시 달서구 상인서로 103-6 , 4층일부 (상인동, 리젠트프라자)",35.8185521,128.5397297,,,,,,,,,,,,,,,,5
진천청운입시학원,"대구광역시 달서구 월배로28안길 54 , 201호 (진천동,정덕한우리타운)",35.8132487,128.5279185,,,,,,,,,,,,,,,,2
현대실용음악학원,대구광역시 달서구 성당로 21   3층 (성당동),35.8393219,128.5585097,,,,,,,,,,,,,,,,4
피아노치는아이들음악학원,대구광역시 달서구 월배로 133   4층 (진천동),35.8157154,128.5287958,,,,,,,,,,,,,,,,2
용산포인트정석속독학원,대구광역시 달서구 용산서로 4-22   2층 (용산동),35.8583426,128.5296213,,,,,,,,,,,,,,,,3
고봉학원,"대구광역시 달서구 달구벌대로 1659 , 6층 (감삼동)",35.8521196,128.543423,,,,,,,,,,,,,,,,3
외대어학원,대구광역시 달서구 이곡동로 33   2층일부~ 3층 (이곡동),35.8542469,128.5113361,,,,,,,,,,,,,,,,7
더블루음악학원,대구광역시 달서구 상원로 24   4층 (상인동),35.812132,128.5366695,,,,,,,,,,,,,,,,8
멘토르입시학원,"대구광역시 남구 두류공원로20길 60 , 2,3층 (대명동,한솔입시학원)",35.8466838,128.5715745,,,,,,,,,,,,,,,,1
둘리음악학원,대구광역시 달서구 월곡로43길 30   2층 (상인동),35.8132931,128.5408381,,,,,,,,,,,,,,,,3
선진학원,대구광역시 달서구 계대동문로 126   4층 (이곡동),35.8550805,128.5062464,,,,,,,,,,,,,,,,1
미키음악학원,"대구광역시 남구 현충동길 65 , 2층 (대명동)",35.8443884,128.5807252,,,,,,,,,,,,,,,,6
이소희피아노학원,대구광역시 달서구 장기로 246  3층 (장기동),35.8437949,128.533564,,,,,,,,,,,,,,,,2
대곡독서실,대구광역시 달서구 도원남로 18   4층 (도원동),35.8057316,128.531394,,,,,,,,,,,,,,,,2
지앤비영어학원,대구광역시 달서구 장기로 246   4층 (장기동),35.8437949,128.533564,,,,,,,,,,,,,,,,0
로크앤학원,대구광역시 달서구 월배로 222  4층 (상인동),35.8186697,128.5377914,,,,,,,,,,,,,,,,5
연재독서실,"대구광역시 달서구 구마로14남길 76 , 5,6층 (본동)",35.835563,128.5311667,,,,,,,,,,,,,,,,1
통입시학원,"대구광역시 달서구 선원로 274 , 4층, 5층일부 (용산동)",35.8585646,128.5225687,,,,,,,,,,,,,,,,0
에이블잉글리쉬어학원,대구광역시 달서구 달구벌대로259길 33   제일빌딩7층 (이곡동),35.8545082,128.5094368,,,,,,,,,,,,,,,,4
에이블엠엔이(M&E)학원,"대구광역시 달서구 한실로 89 , 5층 일부 (도원동)",35.8078845,128.5326926,,,,,,,,,,,,,,,,8
명륜국어논술학원,대구광역시 달서구 한실로 89   5층 502호 (도원동),35.807053,128.5364594,,,,,,,,,,,,,,,,3
투탑영어투탑수학학원,대구광역시 달서구 한실로 73   5층 (도원동),35.8072337,128.5347467,,,,,,,,,,,,,,,,2
그림속미술학원,대구광역시 남구 대명로 117  개나리아파트 상가 다동6~8~20호 1층 (대명동),35.8402168,128.5700596,,,,,,,,,,,,,,,,9
진성호수학학원,대구광역시 달서구 월곡로 260   6층 (상인동),35.8177821,128.5393513,,,,,,,,,,,,,,,,1
예림피아노음악학원,대구광역시 남구 장전3길 96  2층 (대명동),35.8408853,128.5774684,,,,,,,,,,,,,,,,4
제세현국어학원,대구광역시 달서구 월배로 214   5층 (상인동),35.8183777,128.5369705,,,,,,,,,,,,,,,,1
상인지앤비학원,대구광역시 달서구 월곡로 223   5층 (상인동),35.8147246,128.5411952,,,,,,,,,,,,,,,,4
깐깐한수학학원,대구광역시 남구 희망로 31   3층 (이천동),35.8479637,128.6022081,,,,,,,,,,,,,,,,5
태양입시학원,대구광역시 달서구 당산로 94   5층 (성당동),35.8458504,128.5447155,,,,,,,,,,,,,,,,1
대성독서실,대구광역시 남구 효성로 58   2층 (봉덕동),35.8383879,128.5989954,,,,,,,,,,,,,,,,2
아트펠리아음악미술학원,"대구광역시 달서구 용산서로 4-18 , 3층  (용산동)",35.8583456,128.5301727,,,,,,,,,,,,,,,,0
이영조영어학원,"대구광역시 달서구 이곡동로 65 , 2층 (이곡동)",35.8544595,128.5113475,,,,,,,,,,,,,,,,2
위지미술학원,대구광역시 달서구 진천로10길 51   1층 (진천동),35.8118966,128.5265131,,,,,,,,,,,,,,,,1
성서김샘입시학원,대구광역시 달서구 이곡공원로 28   4층 (이곡동),35.8549744,128.5106654,,,,,,,,,,,,,,,,2
이즈실용음악학원,"대구광역시 남구 중앙대로49길 38 , 3층 (대명동)",35.8555231,128.5885421,,,,,,,,,,,,,,,,8
플레잉음악학원,"대구광역시 달서구 화암로73길 8 , 3층일부 (대곡동)",35.8063236,128.5196881,,,,,,,,,,,,,,,,7
김혜란영어학원,"대구광역시 달서구 성서로 420 , 501,502호 (이곡동,성서메가타운)",35.8550472,128.5077873,,,,,,,,,,,,,,,,2
음사랑음악학원,대구광역시 달서구 야외음악당로39길 54   삼정그린빌아파트 상가 113동 205~206호 (두류동),35.8549925,128.5554772,,,,,,,,,,,,,,,,7
용산케이앤유입시학원,"대구광역시 달서구 용산로 141 , 7층 (용산동, 그랜드M 타워)",35.8501037,128.5301186,,,,,,,,,,,,,,,,4
뮤직스토리음악학원,"대구광역시 달서구 월성로 36 , 3층 (월성동,월성주공4단지 상가나동)",35.831283,128.533615,,,,,,,,,,,,,,,,3
최강수학과학학원,"대구광역시 달서구 장기로 190 , 2층, 3층 (감삼동)",35.8488858,128.5429904,,,,,,,,,,,,,,,,2
손샘영어상인주니어학원,대구광역시 달서구 상인서로 103-6  리젠트프라자 5층 (상인동),35.8184011,128.5395945,,,,,,,,,,,,,,,,5
셈터정보처리학원,대구광역시 달서구 상인서로 103-6   6층,35.8184011,128.5395945,,,,,,,,,,,,,,,,12
에이플러스원미술학원,대구광역시 달서구 달구벌대로 1322   4층 (이곡동),35.8655109,128.5123397,,,,,,,,,,,,,,,,2
유에스엘영어학원,"대구광역시 달서구 용산로 141 , 901호 (용산동)",35.8501437,128.530128,,,,,,,,,,,,,,,,1
대곡쿨리쉬외국어학원,대구광역시 달서구 도원로 30   대곡프라자 401호 (도원동),35.8072021,128.5353639,,,,,,,,,,,,,,,,2
박용길수학학원,대구광역시 달서구 월배로 222  3층 (상인동),35.8186697,128.5377914,,,,,,,,,,,,,,,,2
감삼하버드독서실,대구광역시 달서구 달구벌대로332길 66   2층 (감삼동),35.8513358,128.5469163,,,,,,,,,,,,,,,,2
신경호서울실용음악아카데미학원,대구광역시 남구 중앙대로 256   3층 (대명동),35.8562448,128.5909865,,,,,,,,,,,,,,,,0
참조은독서실,대구광역시 달서구 월곡로 268-6  상인빌딩 4층 (상인동),35.8184617,128.5393437,,,,,,,,,,,,,,,,5
엔에스학습능력개발학원,대구광역시 달서구 비슬로540길 21   2층 (대곡동),35.8079237,128.5116443,,,,,,,,,,,,,,,,0
유혜진수학학원,"대구광역시 달서구 성서로 420   5층(506호,507호)  (이곡동)",35.8550972,128.5078496,,,,,,,,,,,,,,,,4
한상철수학과학학원,대구광역시 달서구 월배로 193   2층~3층일부~4층 (상인동),35.8183446,128.534695,,,,,,,,,,,,,,,,5
