사업장명,소재지전체주소,Latitude,Longitude,가점척도
센스뮤직노래연습장,대구광역시 달서구 신당동 1749-5번지 (지하1층),35.8589468,128.4996576,3
궁전노래연습장,"대구광역시 달서구 이곡동 1242-4번지 (지하1층),2호 ",35.8556135,128.5076713,3
초원노래연습장,대구광역시 달서구 두류동 857-7번지 지하 1층,35.8612751,128.5706551,3
호박노래연습장,대구광역시 달서구 신당동 1793-25번지 (지하1층),35.8538155,128.4931331,3
열광노래연습장,대구광역시 달서구 죽전동 257-9번지 (지하1층),35.8525587,128.536954,3
황제노래연습장,대구광역시 달서구 이곡동 1187-13번지 (지하1층),35.8609425,128.514145,3
대길노래연습장,대구광역시 달서구 신당동 1695-14번지 (지하1층),35.8593945,128.4997213,3
달무리노래연습장,대구광역시 달서구 감삼동 117-23번지 (지하1층),35.8512768,128.5466037,3
뮤즈노래연습장,대구광역시 달서구 도원동 1431-4번지 (지하1층),35.8079765,128.5355284,3
풀노래연습장,대구광역시 달서구 감삼동 107-10번지 (지하1층),35.8523419,128.5484455,3
명창노래연습장,대구광역시 달서구 두류동 1108-25번지 (지하1층),35.8608912,128.5742276,3
룰루랄라노래연습장,대구광역시 달서구 신당동 1721-14번지 지하 1층,35.8558132,128.493481,3
싱싱노래연습장,대구광역시 달서구 용산동 464-4번지 (지하1층),35.8578369,128.5213848,3
샛별노래연습장,대구광역시 달서구 이곡동 1204번지 (지하1층),35.8539802,128.5023334,3
퀸노래연습장,대구광역시 달서구 두류동 630-45번지 (지하1층),35.8533663,128.5495264,3
올레노래연습장,대구광역시 달서구 두류동 490-5번지 지하 1층,35.8559709,128.5538779,3
궁노래연습장,대구광역시 달서구 이곡동 1202-12번지 (2층),35.8543603,128.5043375,3
비너스노래연습장,대구광역시 달서구 본리동 1217-1번지 (지하1층),35.838364,128.5304061,3
키스노래연습장,대구광역시 달서구 두류동 497-23번지 (지하1층),35.8544724,128.5514528,3
메들리노래연습장,대구광역시 달서구 송현동 2014-11번지 (지하1층),35.8281401,128.5602565,3
섹스폰노래연습장,대구광역시 달서구 송현동 483-1번지 (지하1층),35.8327915,128.5485976,3
센스노래연습장,대구광역시 달서구 진천동 292-9번지 (지하1층),35.8093391,128.5265991,3
키스노래연습장,대구광역시 달서구 상인동 1332-100번지 (2층),35.8094604,128.5410931,3
비즈,대구광역시 달서구 호림동 12-4번지 (지상2층),35.8379598,128.4901714,3
휘모리노래연습장,대구광역시 달서구 신당동 1723-2번지 (지하1층),35.8560593,128.4945675,3
키스노래연습장,대구광역시 달서구 호산동 382-4번지 2층,35.8503814,128.4856169,3
오빠노래연습장,대구광역시 달서구 호산동 382-5번지 (2층),35.8502706,128.4856118,3
청노래연습장,대구광역시 달서구 죽전동 410-2번지 (지상2층),35.8511565,128.5342665,3
연노래연습장,대구광역시 달서구 송현동 798-244번지 (지하1층),35.8248289,128.5468716,3
텐텐동전노래연습장,대구광역시 달서구 상인동 1514번지 (지상2층),35.8173685,128.5403268,3
쉬리노래연습장,대구광역시 달서구 본리동 399-2번지 (지상3층),35.8403145,128.5365073,3
땡큐동전노래연습장,대구광역시 달서구 파호동 82-31번지 (지하1층),35.852234,128.4774288,3
참소리노래연습장,대구광역시 달서구 이곡동 1231-3번지 (지하1층),35.8571023,128.5096239,3
곰노래연습장,대구광역시 달서구 성당동 459-5번지 (지하1층),35.841457,128.5562178,3
제네스노래연습장,대구광역시 달서구 송현동 798-281번지 (1층),35.8246382,128.548381,3
특급노래연습장,대구광역시 달서구 용산동 614번지 (지상1층),35.8534006,128.523466,3
퀸노래연습장,대구광역시 달서구 송현동 158-2번지 (2층),35.8336114,128.55261,3
태광노래연습장,대구광역시 달서구 이곡동 1213-1번지 (2층),35.8535967,128.5047718,3
비이더보이스(Be THE VOICE)동전노래연습장,대구광역시 달서구 신당동 1721-13번지 (지하1층),35.8558134,128.4936559,3
샤모니노래연습장,대구광역시 달서구 호산동 361-7번지 2층,35.8509781,128.4856127,3
조은노래연습장,대구광역시 달서구 두류동 491-1번지 (지하1층),35.8550637,128.5530035,3
킹노래연습장,대구광역시 달서구 죽전동 256-1번지 지하1층,35.8535428,128.537605,3
세븐노래연습장,대구광역시 달서구 이곡동 1231-5번지 (지하1층),35.857109,128.5099628,3
얼짱노래연습장,대구광역시 달서구 용산동 465-1번지 (지하1층),35.8582372,128.5213697,3
칼라,대구광역시 달서구 상인동 1332-153번지 (지하1층),35.80974,128.5404599,3
특급노래연습장,대구광역시 달서구 상인동 1332-135번지 (지하1층),35.8088392,128.546908,3
심플노래연습장,대구광역시 달서구 성당동 263-2번지 (지하1층),35.8374729,128.5546912,3
쌈바노래연습장,대구광역시 달서구 용산동 933-2번지 (지상2층),35.8576706,128.5311624,3
열린노래연습장,대구광역시 달서구 두류동 146-7번지 (지하1층),35.8554,128.5603707,3
친구,대구광역시 달서구 감삼동 168-35번지 (지하1층),35.8475567,128.5384934,3
클릭노래연습장,대구광역시 달서구 진천동 809-115번지 (지상3층),35.8087561,128.525948,3
모노노래연습장,대구광역시 달서구 두류동 100-10번지 (지하1층),35.8597978,128.564557,3
벽계수노래연습장,대구광역시 달서구 도원동 1432-5번지 (지하1층),35.8072337,128.5347467,3
당신노래연습장,대구광역시 달서구 본리동 83-6번지 (지하1층),35.8414454,128.5383657,3
가람노래연습장,대구광역시 달서구 상인동 1332-109번지 (지하1층),35.8087914,128.5433525,3
뮤즈노래연습장,대구광역시 달서구 파호동 82-32번지 (지하1층),35.852219,128.4775849,3
왕실 노래연습장,대구광역시 달서구 이곡동 531-3번지 (지하1층),35.8532028,128.5031035,3
달빛노래연습장,대구광역시 달서구 송현동 189-9번지 (지하1층),35.8321535,128.5523088,3
아리랑노래연습장,대구광역시 달서구 용산동 930-14번지 (지하1층),35.8578077,128.5303352,3
한마당노래연습장,대구광역시 달서구 송현동 1948-23번지 (지하1층),35.8226531,128.5474842,3
한바탕노래연습장,대구광역시 달서구 송현동 59-12번지 (지하1층),35.8363925,128.552678,3
Mo(모)동전노래연습장,대구광역시 달서구 호산동 361번지 (지하1층),35.851737,128.4856174,3
길조노래연습장,대구광역시 달서구 본동 1135번지 (2층),35.8333482,128.537503,3
우리노래연습장,대구광역시 달서구 송현동 1919번지 (2층),35.825935,128.5470397,3
티타이(THU TAY)노래연습장,대구광역시 달서구 신당동 1790-6번지 (지하1층),35.8553848,128.4933322,3
만석노래연습장,대구광역시 달서구 이곡동 918-10번지 (지하1층),35.8516698,128.5047865,3
마운틴노래연습장,대구광역시 달서구 상인동 1514번지 (지하1층),35.8173685,128.5403268,3
채널VJ노래연습장,대구광역시 달서구 상인동 1529-3번지 2층,35.8142492,128.5458784,3
퀸노래연습장,대구광역시 달서구 송현동 139-19번지 (지하1층),35.8338951,128.554021,3
타임노래연습장,대구광역시 달서구 상인동 1514번지 동방상가106/3 (지하1층),35.8170523,128.5406463,3
풀노래연습장,대구광역시 달서구 송현동 1958-9번지 (지하1층),35.8222512,128.5525756,3
뽀뽀노래연습장,대구광역시 달서구 이곡동 1000-339번지 (2층),35.8497179,128.5076725,3
퀸노래연습장,대구광역시 달서구 신당동 1818-3번지 (지하1층),35.8535076,128.493284,3
애플,대구광역시 달서구 본리동 440-1번지 (지상3층),35.8416362,128.5337897,3
O.K(오케이)노래연습장,대구광역시 달서구 상인동 1177-9번지 (지하1층),35.809377,128.5471806,3
에이스노래연습장,대구광역시 달서구 도원동 1433-4번지 (지상2층),35.8075822,128.5346118,3
비비(BB)노래연습장,대구광역시 달서구 장기동 550-12번지 (2층),35.842181,128.5344941,3
쿵쿵따노래연습장,대구광역시 달서구 두류동 77-138번지 (지하1층),35.8608536,128.5683103,3
세븐노래연습장,대구광역시 달서구 감삼동 106-3번지 (지하1층),35.8537192,128.5480287,3
라이브노래연습장,대구광역시 달서구 상인동 1572-1번지 (지하1층),35.8104475,128.5468483,3
황진이 노래연습장,대구광역시 달서구 도원동 1436-5번지 (지하1층),35.8070313,128.5366806,3
연인노래연습장,대구광역시 달서구 상인동 1443-5번지 (1층),35.8142645,128.5352652,3
부킹노래연습장,대구광역시 달서구 성당동 829-16번지 (지하1층),35.8373844,128.5531731,3
뉴로또노래연습장,대구광역시 달서구 이곡동 1227-3번지 (지하1층),35.857122,128.5083763,3
포피스노래연습장,대구광역시 달서구 호산동 718-11번지 (2층),35.8413721,128.490654,3
유동전노래연습장,대구광역시 달서구 신당동 1721-11번지 지하 1층,35.8558076,128.4939836,3
쟁반노래연습장,대구광역시 달서구 성당동 277-13번지 (2층),35.8384443,128.5529967,3
토마토노래연습장,대구광역시 달서구 이곡동 1222번지 (4층),35.8533129,128.5054247,3
원투 노래연습장,대구광역시 달서구 상인동 1571-5번지 (지하1층),35.8108539,128.5470602,3
타운노래연습장,대구광역시 달서구 용산동 931-7번지 (지하1층),35.8578004,128.5291261,3
007(공공칠)노래연습장,대구광역시 달서구 상인동 1332-292번지 (지하1층),35.8087985,128.547731,3
화음노래연습장,대구광역시 달서구 상인동 1458-4번지 (지하1층),35.8114439,128.535731,3
월드컵노래연습장,대구광역시 달서구 장기동 173-18번지 (2층),35.8495804,128.5156304,3
보배노래연습장,대구광역시 달서구 진천동 659-4번지 (지하1층),35.8131852,128.5203713,3
봉봉노래연습장,대구광역시 달서구 죽전동 211-23번지 2층,35.8548402,128.5401523,3
뉴그린노래연습장,대구광역시 달서구 송현동 144-2번지 (지하1층),35.8335497,128.5532826,3
꿈노래연습장,대구광역시 달서구 성당동 392-36번지 (2층),35.8389102,128.551842,3
한가락 노래연습장,대구광역시 달서구 용산동 577-8번지 (지하1층),35.8592609,128.5214207,3
멋진노래연습장,대구광역시 달서구 용산동 858-2번지 (지상2층),35.8576457,128.5317136,3
코아 노래연습장,대구광역시 달서구 두류동 496-9번지 (2층),35.8547752,128.5524358,3
팡팡노래연습장,대구광역시 달서구 파호동 82-38번지 (지하1층),35.8521754,128.4765417,3
타임노래연습장,대구광역시 달서구 감삼동 147-1번지 (지하1층),35.8500132,128.5402237,3
홍춘이노래연습장,대구광역시 달서구 진천동 245-26번지 (지하1층),35.8140937,128.5267854,3
썬노래연습장,대구광역시 달서구 신당동 1818-2번지 (지하1층),35.8535073,128.4931246,3
꿈노래연습장,대구광역시 달서구 도원동 1442-3번지 (지하1층),35.8057184,128.5351802,3
마이오디션,대구광역시 달서구 두류동 493-9번지 (2층),35.8554752,128.5527119,3
두류노래연습장,대구광역시 달서구 성당동 707-1번지 (지하1층),35.8453638,128.5454827,3
팡팡노래연습장,대구광역시 달서구 두류동 610-1번지 (지하1층),35.8548579,128.5528693,3
궁노래연습장,대구광역시 달서구 상인동 1468-3번지 (지하1층),35.8112961,128.5369538,3
구엉지안노래연습장,대구광역시 달서구 상인동 1438-6번지 (지상2층),35.8162871,128.5334341,3
까치노래연습장,대구광역시 달서구 송현동 160-2번지 (지하1층),35.8335844,128.55083,3
드림노래연습장,대구광역시 달서구 송현동 1949-33번지 (지하1층),35.8218183,128.5489028,3
영상노래연습장,대구광역시 달서구 두류동 1218-9번지 (지하1층),35.8612481,128.5719648,3
팡팡노래연습장,대구광역시 달서구 송현동 1042-2번지 (지하1층),35.837002,128.5567357,3
하트노래연습장,대구광역시 달서구 두류동 489-7번지 (지하1층),35.8559736,128.5544647,3
이차 노래연습장,대구광역시 달서구 상인동 1438-7번지 (지하1층),35.8161784,128.5335484,3
톡톡노래연습장,대구광역시 달서구 두류동 490-36번지 (지하1층),35.8559105,128.5536992,3
청룡노래연습장,대구광역시 달서구 성당동 202-30번지 (2층),35.8393233,128.5566523,3
별노래연습장,대구광역시 달서구 본리동 1209-3번지 (2층),35.8387903,128.53041,3
왕동전노래연습장,대구광역시 달서구 신당동 1790-4번지 (지하1층),35.8554068,128.4930157,3
왔다노래연습장,대구광역시 달서구 감삼동 139-27번지 (지하1층),35.850611,128.5409684,3
두바이노래연습장,대구광역시 달서구 유천동 300-31번지 (2층),35.8147357,128.5098068,3
패밀리노래연습장,대구광역시 달서구 본리동 1208-3번지 (2층),35.8394882,128.530366,3
진노래연습장,대구광역시 달서구 송현동 1033-17번지 (3층),35.8363159,128.555996,3
이브노래연습장,대구광역시 달서구 상인동 1572-12번지 (지하1층),35.8103633,128.5469296,3
길궁노래연습장,대구광역시 달서구 감삼동 206-83번지 (지하1층),35.8456453,128.5442325,3
올레 노래연습장,대구광역시 달서구 도원동 1433-7번지 (2층),35.8075552,128.5347986,3
야인시대노래연습장,대구광역시 달서구 호산동 364-9번지 (지상2층),35.8508613,128.4853131,3
나이스노래연습장,대구광역시 달서구 이곡동 416-2번지 (지하1층),35.8568051,128.508733,3
히딩크노래연습장,대구광역시 달서구 본리동 1217-3번지 (2층),35.8380135,128.530386,3
황제노래연습장,대구광역시 달서구 용산동 855-22번지 (지하1층),35.8585573,128.5324372,3
영광노래연습장,대구광역시 달서구 진천동 482-29번지 (지하1층),35.8107869,128.5257179,3
그린노래연습장,대구광역시 달서구 송현동 158-5번지 (지하1층),35.8336243,128.5515564,3
끼끼노래연습장,대구광역시 달서구 신당동 1786-13번지 (지하1층),35.8557127,128.4981869,3
꿀,대구광역시 달서구 두류동 490-3번지 (지하1층),35.8558171,128.5536144,3
팝노래연습장,대구광역시 달서구 도원동 1433-5번지 (지하1층),35.8075298,128.5350386,3
아시아노래연습장,대구광역시 달서구 이곡동 1000-77번지,35.8495,128.5086963,3
순금노래연습장,대구광역시 달서구 월성동 1533-1번지 (2층),35.8228465,128.520369,3
따봉노래연습장,"대구광역시 달서구 이곡동 1213-4번지 (203호, 2층) ",35.8529673,128.5044427,3
이브노래연습장,대구광역시 달서구 이곡동 1242-8번지 (지하1층),35.8555515,128.5082699,3
M(엠)노래연습장,대구광역시 달서구 송현동 1036-8번지 (지하1층),35.8366183,128.5555243,3
O.K(오케이)노래연습장,"대구광역시 달서구 이곡동 1270번지 , 지하 1층 ",35.8515239,128.5000096,3
에쿠스노래연습장,대구광역시 달서구 상인동 1332-138번지 (지상1층),35.8086825,128.545889,3
텐텐동전노래연습장,대구광역시 달서구 용산동 935번지,35.8569029,128.5296991,3
엠투(M2)노래연습장,대구광역시 달서구 본리동 1208-1번지,35.8398206,128.5304014,3
코코동전노래연습장,대구광역시 달서구 상인동 1552-4번지,35.8129132,128.5461304,3
샵노래연습장,대구광역시 달서구 이곡동 1213-2번지 지하1층 지 1호,35.8532844,128.5044768,3
페르노래연습장,대구광역시 달서구 진천동 728-3번지 2층,35.8085813,128.5188751,3
캄보디아노래연습장,대구광역시 달서구 신당동 1790-16번지,35.8551376,128.4931646,3
놀이터동전노래연습장,대구광역시 달서구 두류동 613-13번지,35.8544489,128.55343,3
심포니노래연습장,대구광역시 달서구 진천동 553번지,35.8158669,128.5250642,3
나사노래연습장,대구광역시 달서구 상인동 1401-10번지,35.8175987,128.538436,3
두성코인노래연습장,대구광역시 달서구 이곡동 1196-8번지,35.8551957,128.5047867,3
웰빙노래연습장,대구광역시 달서구 이곡동 1227-10번지 (지하1층),35.8567815,128.5077054,3
동해노래연습장,대구광역시 달서구 장기동 820-9번지 (1층),35.8421069,128.5300756,3
불꽃노래연습장,대구광역시 달서구 용산동 930-13번지 공영빌딩(지하1층),35.8580779,128.5303635,3
아테네,대구광역시 달서구 용산동 930-5번지 (지하1층),35.8583456,128.5301727,3
태양노래연습장,대구광역시 달서구 송현동 1915-17번지 (지하1층),35.8255551,128.5467504,3
청황,대구광역시 달서구 대곡동 969번지 지하1층,35.8102592,128.5149866,3
올레동전노래연습장,대구광역시 달서구 이곡동 1196-11번지 2층,35.8549527,128.5047132,3
앗싸노래연습장,대구광역시 달서구 진천동 522-6번지 지하1층,35.8140578,128.5255182,3
동전가왕 동전노래연습장,"대구광역시 달서구 월성동 89-2번지 월성청구코아 5층 501호,502호 ",35.827507,128.531343,3
오렌지노래연습장,대구광역시 달서구 이곡동 1227-7번지 (지하1층),35.8571318,128.5077629,3
대곡노래연습장,대구광역시 달서구 상인동 1464-6번지 (지하1층),35.8103082,128.5363507,3
고래등노래연습장,대구광역시 달서구 두류동 496-10번지,35.8549772,128.5526154,3
쏘까노래연습장,대구광역시 달서구 신당동 1790-17번지 (지하1층),35.8551104,128.4930027,3
얼짱노래연습장,대구광역시 달서구 이곡동 1222-6번지 (3층),35.8531274,128.5051755,3
벤츠노래연습장,대구광역시 달서구 두류동 630-43번지 (지하1층),35.8532803,128.5492159,3
아리랑노래연습장,대구광역시 달서구 진천동 505-5번지 (지하1층),35.8131158,128.5243047,3
풀노래연습장,대구광역시 달서구 이곡동 1220번지 (2층),35.8536706,128.5052266,3
앤노래연습장,대구광역시 달서구 진천동 809-88번지 (지하1층),35.8086921,128.525755,3
팡팡노래연습장,대구광역시 달서구 본리동 1199-1번지 (지하1층),35.8408247,128.5303881,3
텐텐동전노래연습장,대구광역시 달서구 이곡동 120-3번지,35.8556953,128.5087834,3
애플동전노래연습장,대구광역시 달서구 대천동 550-3번지,35.8166242,128.5225395,3
벤츠노래연습장,대구광역시 달서구 송현동 1992-18번지 지하 1층,35.8286606,128.5556891,3
미즈노래연습장,대구광역시 달서구 이곡동 1227-11번지 (지하1층),35.8566607,128.5077035,3
투투동전노래연습장,대구광역시 달서구 상인동 240-3번지,35.8170094,128.5390163,3
싸이렌노래연습장,대구광역시 달서구 상인동 1332-128번지 (지하1층),35.8086793,128.5454109,3
싱가폴노래연습장,대구광역시 달서구 이곡동 737-10번지 (지하1층),35.8507783,128.5114057,3
올스타노래연습장,대구광역시 달서구 상인동 1332-5번지 (2층),35.8089383,128.5431543,3
뉴스타노래연습장,대구광역시 달서구 용산동 499-3번지 (지하1층),35.8585388,128.5218544,3
동창노래연습장,대구광역시 달서구 상인동 1527-4번지 (지하1층),35.8133007,128.5457413,3
강산노래연습장,대구광역시 달서구 본동 1010-1번지 (지하1층),35.8347109,128.5367142,3
25시노래연습장,대구광역시 달서구 송현동 1041-6번지 (지하1층),35.8368655,128.5566219,3
맘모스노래연습장,대구광역시 달서구 신당동 1723-7번지 (지하1층),35.8560473,128.4952915,3
정,대구광역시 달서구 용산동 421-1번지 (지하1층),35.8551429,128.5213882,3
딸기노래연습장,대구광역시 달서구 이곡동 1204-1번지 (지하1층),35.8539923,128.5024685,3
빅노래연습장,대구광역시 달서구 대곡동 32-2번지 (지하1층),35.8092889,128.512785,3
아테네,대구광역시 달서구 감삼동 143-4번지 (지하1층),35.8498772,128.5391988,3
호산노래연습장,대구광역시 달서구 호산동 718-12번지 (지상2층),35.8415776,128.4906575,3
꿀 노래연습장,대구광역시 달서구 용산동 858번지 (지상2층),35.857939,128.5316226,3
쿨노래연습장,대구광역시 달서구 감삼동 146-39번지 (지상2층),35.8502234,128.5395775,3
스타노래연습장,대구광역시 달서구 호산동 361-5번지 (지상2층),35.8511864,128.4855963,3
캐슬노래연습장,대구광역시 달서구 송현동 143-1번지 (지하1층),35.8327459,128.5528531,3
세븐스타코인노래연습장 대구장기동점,대구광역시 달서구 장기동 548-1번지,35.842405,128.5341956,3
코인스동전노래연습장서부정류장점,대구광역시 달서구 송현동 1043-1번지,35.8372443,128.5567773,3
팡팡노래연습장,대구광역시 달서구 상인동 240-9번지 (지하1층),35.8167377,128.5392966,3
우리노래연습장,대구광역시 달서구 두류동 1108-29번지 (지하1층),35.8620819,128.5740457,3
쿨노래연습장,대구광역시 달서구 성당동 118-6번지 (지상2층),35.8473998,128.5669212,3
송대관네박자노래연습장,대구광역시 달서구 이곡동 1248번지 지하 1층,35.8548406,128.5113975,3
SM 브라보노래연습장,대구광역시 달서구 신당동 1790-18번지 (지하1층),35.8551561,128.4928491,3
코코노래연습장,대구광역시 달서구 본리동 377-1번지 (3층),35.8414161,128.5374634,3
주인공노래연습장,대구광역시 달서구 용산동 933번지 (지상2층),35.858059,128.531186,3
스타노래연습장,대구광역시 달서구 죽전동 211-22번지 (지하1층),35.8549079,128.5401019,3
팔사(84)노래연습장,대구광역시 달서구 신당동 1721-6번지 (지하1층),35.8560798,128.4933099,3
칼라노래연습장,대구광역시 달서구 죽전동 364-26번지 (지하1층),35.8585623,128.5353702,3
쿵쿵따노래연습장,대구광역시 달서구 이곡동 1227-12번지 (지하1층),35.8565434,128.5077382,3
와우노래연습장,대구광역시 달서구 두류동 492-18번지 (지하1층),35.8552617,128.5528842,3
미로노래연습장,대구광역시 달서구 상인동 1458-7번지 (지하1층),35.8113762,128.5361554,3
휘나래노래연습장,대구광역시 달서구 대곡동 90-4번지 (지상2층),35.8082441,128.5178549,3
퀸노래연습장,대구광역시 달서구 상인동 1332-350번지 (2층),35.8090527,128.54197,3
방가방가노래연습장,대구광역시 달서구 상인동 1403번지 2층,35.8170415,128.5374872,3
둥지노래연습장,대구광역시 달서구 본리동 65-11번지 2층,35.8418024,128.538543,3
미소노래연습장,대구광역시 달서구 송현동 1036-1번지 2층,35.8365648,128.5552018,3
딩동동전노래연습장,대구광역시 달서구 송현동 1036-1번지 3층,35.8365648,128.5552018,3
하와이노래연습장,대구광역시 달서구 송현동 1949-36번지 (1층),35.8219954,128.5486074,3
황진이노래연습장,대구광역시 달서구 감삼동 155-33번지 (지상2층),35.8496411,128.544582,3
부촌노래연습장,대구광역시 달서구 두류동 101-10번지 (지하1층),35.8589572,128.5623798,3
지혜노래연습장,대구광역시 달서구 상인동 1472번지 (지하1층),35.8115417,128.5374457,3
남경노래연습장,대구광역시 달서구 본리동 62-5번지 (2층),35.8433249,128.5375194,3
필노래연습장,대구광역시 달서구 호림동 19번지 (지상2층),35.838888,128.4906464,3
그린빌노래연습장,대구광역시 달서구 용산동 935번지 세광태왕아파트(지하1층) 601호,35.8569029,128.5296991,3
엠(M),대구광역시 달서구 장기동 566-4번지 (2층),35.8422358,128.5308879,3
앵콜노래연습장,대구광역시 달서구 송현동 1991-5번지 (지하1층),35.8288735,128.558379,3
짱노래연습장,대구광역시 달서구 송현동 629-1번지 (지하1층),35.8282548,128.5490711,3
골드노래연습장,대구광역시 달서구 장기동 790번지 (지하1층),35.8502584,128.5160024,3
현대노래연습장,대구광역시 달서구 송현동 207-1번지 (지하1층),35.8322282,128.5531218,3
탑노래연습장,대구광역시 달서구 성당동 563-3번지 (지하1층),35.8426763,128.5490022,3
스카이 노래연습장,대구광역시 달서구 호산동 713-8번지 (2층),35.8416043,128.4898518,3
홍콩노래연습장,대구광역시 달서구 송현동 1919-5번지 (지하1층),35.825935,128.5470397,3
슈가노래연습장,대구광역시 달서구 용산동 932-4번지 (지하1층),35.8582869,128.5310126,3
천지노래연습장,대구광역시 달서구 본동 729번지 (지하1층),35.8367602,128.5341511,3
신오케이노래연습장,대구광역시 달서구 용산동 499-4번지 (지하1층),35.8585361,128.5220781,3
귀빈노래연습장,대구광역시 달서구 본리동 1198-10번지 (지하1층),35.841388,128.5304063,3
장관노래연습장,대구광역시 달서구 송현동 1991-27번지 (지하1층),35.8289506,128.558271,3
귀빈노래연습장,대구광역시 달서구 이곡동 1000-124번지 (지하1층),35.8506701,128.5122697,3
원노래연습장,대구광역시 달서구 성당동 654-20번지 (지하1층),35.8436106,128.5526207,3
희도노래연습장,대구광역시 달서구 두류동 1201-22번지 (3층),35.8615932,128.5721809,3
미도파노래연습장,대구광역시 달서구 이곡동 541-9번지 (지하1층),35.8515962,128.5008226,3
비엠더블,대구광역시 달서구 두류동 610-6번지 (지하1층),35.8545573,128.5525826,3
가요무대노래연습장,대구광역시 달서구 도원동 1432-6번지 (지하1층),35.8072545,128.53453,3
핑클노래연습장,대구광역시 달서구 송현동 185-30번지 (2층),35.830437,128.5500379,3
77번,대구광역시 달서구 이곡동 1000-95번지 (지상2층),35.8495546,128.5106916,3
다함께노래연습장,대구광역시 달서구 죽전동 220-48번지 (지하1층),35.8534855,128.5405307,3
땡큐 노래연습장,대구광역시 달서구 송현동 187-9번지 (지하1층),35.8306912,128.5510192,3
지구촌노래연습장,대구광역시 달서구 본동 1135-3번지 (지하1층),35.833051,128.5376449,3
영상노래연습장,대구광역시 달서구 죽전동 410-4번지 지하 1층,35.8510743,128.5343157,3
선노래연습장,대구광역시 달서구 송현동 1033-17번지 (2층),35.8363159,128.555996,3
블루노래연습장,대구광역시 달서구 월성동 89-2번지 504.506호 (5층),35.8275288,128.5311187,3
미소노래연습장,대구광역시 달서구 감삼동 139-27번지 (2층),35.850611,128.5409684,3
K7(케이세븐)노래연습장,대구광역시 달서구 송현동 798-246번지 (지하1층),35.8250372,128.5470512,3
오페라노래연습장,대구광역시 달서구 진천동 620-2번지 (2층),35.8134974,128.5225809,3
멜론동전노래연습장,대구광역시 달서구 신당동 1790-2번지 (지하1층),35.8554054,128.4927001,3
진노래연습장,대구광역시 달서구 유천동 300-14번지 (2층),35.8144993,128.5102911,3
창,대구광역시 달서구 용산동 933-5번지 (2층),35.8575093,128.5313606,3
텐노래연습장,대구광역시 달서구 호산동 357-115번지 (2층),35.8495841,128.4855389,3
M노래연습장,대구광역시 달서구 두류동 610-17번지 (2층),35.8547025,128.5527685,3
큐동전노래연습장,대구광역시 달서구 신당동 1790-9번지 (지하1층),35.855373,128.4938048,3
더엔젤노래연습장,대구광역시 달서구 두류동 494-17번지,35.8555174,128.5523513,3
카라노래연습장,대구광역시 달서구 이곡동 1213-1번지,35.8537569,128.5046592,3
무지개노래연습장,대구광역시 달서구 이곡동 125번지 (지하1층),35.8562569,128.5098444,3
라이브노래연습장,대구광역시 달서구 도원동 1432-7번지 (지하1층),35.8072789,128.5343199,3
까메오노래연습장,대구광역시 달서구 상인동 1332-139번지 (지상1층),35.8086843,128.546086,3
스카이노래연습장,대구광역시 달서구 이곡동 1220-6번지 (6층),35.8536628,128.5058122,3
BMW노래연습장,대구광역시 달서구 이곡동 1231-4번지 지하 1층,35.8571016,128.50979,3
가고파노래연습장,대구광역시 달서구 감삼동 106-1번지 (지하1층),35.8538821,128.5478826,3
타워노래연습장,대구광역시 달서구 두류동 489-10번지 (지하1층),35.8563549,128.5542647,3
성림노래연습장,대구광역시 달서구 본동 720-1번지 (2층),35.8369606,128.5340761,3
아프리카노래연습장,대구광역시 달서구 두류동 620-4번지 (지하1층),35.8515206,128.554179,3
통통동전노래연습장,대구광역시 달서구 도원동 1431번지 (2층),35.8083647,128.5355841,3
텐텐동전노래연습장,대구광역시 달서구 호산동 353-6번지,35.851721,128.4855663,3
텐노래연습장,대구광역시 달서구 두류동 496-9번지,35.8547752,128.5524358,3
필노래연습장,대구광역시 달서구 두류동 630-65번지,35.8537576,128.5510603,3
쇼동전노래연습장,대구광역시 달서구 도원동 1432번지,35.8075918,128.5354904,3
비노래연습장,대구광역시 달서구 신당동 1721-1번지,35.8560822,128.4925161,3
흐엉센(HUONG SEN),대구광역시 달서구 신당동 1721-9번지,35.8560516,128.4938168,3
유천노래연습장,대구광역시 달서구 대곡동 72-2번지 4층,35.8088609,128.5173854,3
일통이통동전노래연습장,대구광역시 달서구 송현동 798-243번지 2층,35.824723,128.5467846,3
로또플러스동전노래연습장,대구광역시 달서구 송현동 1041-5번지 2층,35.8364948,128.5560979,3
큐브노래연습장,대구광역시 달서구 상인동 225-5번지,35.8168232,128.5385226,3
더엠럭셔리노래연습장,대구광역시 달서구 두류동 629-5번지,35.8539534,128.5516152,3
청춘동전노래연습장,대구광역시 달서구 용산동 499-11번지,35.8584146,128.5216089,3
소풍동전노래연습장,대구광역시 달서구 도원동 1435-4번지,35.8079405,128.5361345,3
땡큐동전노래연습장,대구광역시 달서구 이곡동 1244-1번지 2층 205호,35.8544663,128.5078312,3
스타일동전노래연습장,대구광역시 달서구 용산동 930-14번지 2층 203호,35.8578077,128.5303352,3
얼짱노래연습장,대구광역시 달서구 상인동 1401-2번지 (지하1층),35.8176829,128.5383646,3
해피데이노래연습장,대구광역시 달서구 성당동 211-4번지 (지하1층),35.8394378,128.5585858,3
